Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches,Matches
Tanguy Nianzou,2024-2025,22,Sevilla,es ESP,1. La Liga,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Christopher Scott,2020-2021,18,Bayern Munich II,de GER,3. 3. Liga,,16,1349,15.0,2,6,8,2,0,0,3,0,,,,,,,,0.13,0.40,0.53,0.13,0.53,,,,,,,,18th,24,Matches,,
Christopher Scott,2022-2023,20,Antwerp,be BEL,1. Pro League A,,0,279,3.1,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,13,13,32,0.32,0.00,0.32,0.32,0.32,0.26,0.05,0.31,0.26,0.31,,,1st,18,Matches,,
Christopher Scott,2023-2024,21,Hannover 96,de GER,2. 2. Bundesliga,,0,54,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,5,6,0.00,0.00,0.00,0.00,0.00,0.41,0.09,0.50,0.41,0.50,,,6th,5,Matches,,
Christopher Scott,2024-2025,22,Antwerp,be BEL,1. Pro League A,,0,122,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,9,12,15,0.00,0.00,0.00,0.00,0.00,0.23,0.16,0.39,0.23,0.39,,,4th,8,Matches,,
Ron Thorben Hoffmann,2020-2021,21,Bayern Munich II,de GER,3. 3. Liga,25,25,2250,25.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ron Thorben Hoffmann,2021-2022,22,Bayern Munich,de GER,DFB-Pokal,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Ron Thorben Hoffmann,2022-2023,23,Braunschweig,de GER,2. 2. Bundesliga,12,11,1010,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Ron Thorben Hoffmann,2023-2024,24,Braunschweig,de GER,2. 2. Bundesliga,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Ron Thorben Hoffmann,2024-2025,25,Schalke 04,de GER,2. 2. Bundesliga,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Dimitri Oberlin,2020-2021,22,Bayern Munich II,de GER,3. 3. Liga,12,4,549,6.1,1,0,1,1,0,0,2,0,,,,,,,,0.16,0.00,0.16,0.16,0.16,,,,,,Matches,,,,,,
Dimitri Oberlin,2021-2022,23,Servette FC,ch SUI,1. Super Lg,20,0,379,4.2,2,1,3,1,1,1,1,0,,,,,,,,0.47,0.24,0.71,0.24,0.47,,,,,,Matches,,,,,,
Dimitri Oberlin,2022-2023,24,Servette FC,ch SUI,1. Super Lg,4,0,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Dimitri Oberlin,2024-2025,26,Sepsi,ro ROU,1. Liga I,10,6,639,7.1,3,1,4,3,0,0,0,0,,,,,,,,0.42,0.14,0.56,0.42,0.56,,,,,,Matches,,,,,,
Armindo Sieb,2020-2021,17,Bayern Munich II,de GER,3. 3. Liga,12,9,651,7.2,2,2,4,2,0,0,0,0,,,,,,,,0.28,0.28,0.55,0.28,0.55,,,,,,Matches,,,,,,
Armindo Sieb,2021-2022,18,Bayern U19,de GER,Jr. U19 Bundesliga,2,2,180,2.0,1,,,1,0,0,0,0,,,,,,,,0.50,,,0.50,,,,,,,Matches,,,,,,
Armindo Sieb,2022-2023,19,Greuther Fürth,de GER,2. 2. Bundesliga,30,23,1627,18.1,4,1,5,4,0,0,3,0,5.2,5.2,2.0,7.3,37,26,97,0.22,0.06,0.28,0.22,0.28,0.29,0.11,0.40,0.29,0.40,Matches,,,,,,
Armindo Sieb,2023-2024,20,Greuther Fürth,de GER,2. 2. Bundesliga,33,26,2204,24.5,12,1,13,12,0,0,3,0,7.3,7.3,3.0,10.3,61,54,182,0.49,0.04,0.53,0.49,0.53,0.30,0.12,0.42,0.30,0.42,Matches,,,,,,
Armindo Sieb,2024-2025,21,Mainz 05,de GER,1. Bundesliga,13,3,445,4.9,2,1,3,2,0,0,1,0,1.7,1.7,0.3,2.0,20,10,30,0.40,0.20,0.61,0.40,0.61,0.35,0.06,0.41,0.35,0.41,Matches,,,,,,
Sven Ulreich,2020-2021,31,Hamburger SV,de GER,2. 2. Bundesliga,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Sven Ulreich,2021-2022,32,Bayern Munich,de GER,1. Bundesliga,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Sven Ulreich,2022-2023,33,Bayern Munich,de GER,1. Bundesliga,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Sven Ulreich,2023-2024,34,Bayern Munich,de GER,1. Bundesliga,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Sven Ulreich,2024-2025,35,Bayern Munich,de GER,1. Bundesliga,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Remy Vita,2020-2021,19,Bayern Munich II,de GER,3. 3. Liga,25,22,2018,22.4,2,0,2,2,0,0,1,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,,,,
Remy Vita,2021-2022,20,Barnsley,eng ENG,2. Championship,19,18,1513,16.8,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,23,29,55,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,
Remy Vita,2022-2023,21,Fortuna Sittard,nl NED,1. Eredivisie,27,10,1192,13.2,2,0,2,2,0,0,0,0,1.3,1.3,0.7,1.9,25,31,41,0.15,0.00,0.15,0.15,0.15,0.10,0.05,0.15,0.10,0.15,Matches,,,,,,
Remy Vita,2023-2024,22,Fortuna Sittard,nl NED,1. Eredivisie,15,6,592,6.6,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,12,14,27,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,,,,,,
Remy Vita,2024-2025,23,Amiens,fr FRA,2. Ligue 2,16,16,1412,15.7,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.1,41,64,64,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,
Maximilian Zaiser,2020-2021,21,Bayern Munich II,de GER,3. 3. Liga,23,15,1317,14.6,3,2,5,3,0,0,2,0,,,,,,,,0.21,0.14,0.34,0.21,0.34,,,,,,,,,,,Matches,
Maximilian Zaiser,2024-2025,25,W'burg Kickers,de GER,DFB-Pokal,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Matches,
Peter Gulacsi,2020-2021,30,RB Leipzig,de GER,1. Bundesliga,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Peter Gulacsi,2021-2022,31,RB Leipzig,de GER,1. Bundesliga,33,33,2967,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Peter Gulacsi,2022-2023,32,RB Leipzig,de GER,1. Bundesliga,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Peter Gulacsi,2023-2024,33,RB Leipzig,de GER,1. Bundesliga,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Peter Gulacsi,2024-2025,34,RB Leipzig,de GER,1. Bundesliga,13,13,1125,12.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Dayot Upamecano,2020-2021,21,RB Leipzig,de GER,1. Bundesliga,29,27,2330,25.9,1,0,1,1,0,0,6,0,1.3,1.3,0.6,1.9,24,156,11,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,
Dayot Upamecano,2021-2022,22,Bayern Munich,de GER,1. Bundesliga,28,25,2211,24.6,1,6,7,1,0,0,4,0,0.6,0.6,2.0,2.5,32,183,9,0.04,0.24,0.28,0.04,0.28,0.02,0.08,0.10,0.02,0.10,Matches,,,,,,
Dayot Upamecano,2022-2023,23,Bayern Munich,de GER,1. Bundesliga,29,27,2348,26.1,0,1,1,0,0,0,6,1,0.7,0.7,0.3,1.0,31,169,7,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
Dayot Upamecano,2023-2024,24,Bayern Munich,de GER,1. Bundesliga,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28,137,10,0.05,0.00,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,Matches,,,,,,
Dayot Upamecano,2024-2025,25,Bayern Munich,de GER,1. Bundesliga,13,13,1159,12.9,2,0,2,2,0,0,4,0,0.9,0.9,0.4,1.4,12,91,4,0.16,0.00,0.16,0.16,0.16,0.07,0.03,0.11,0.07,0.11,Matches,,,,,,
Willi Orban,2020-2021,27,RB Leipzig,de GER,1. Bundesliga,29,25,2363,26.3,4,1,5,4,0,0,4,0,3.8,3.8,1.6,5.4,33,166,5,0.15,0.04,0.19,0.15,0.19,0.14,0.06,0.21,0.14,0.21,Matches,,,,,,
Willi Orban,2021-2022,28,RB Leipzig,de GER,1. Bundesliga,30,30,2642,29.4,2,1,3,2,0,0,1,0,2.8,2.8,1.4,4.2,8,89,7,0.07,0.03,0.10,0.07,0.10,0.10,0.05,0.14,0.10,0.14,Matches,,,,,,
Willi Orban,2022-2023,29,RB Leipzig,de GER,1. Bundesliga,33,33,2951,32.8,4,0,4,4,0,0,3,0,3.0,3.0,0.4,3.4,16,153,9,0.12,0.00,0.12,0.12,0.12,0.09,0.01,0.10,0.09,0.10,Matches,,,,,,
Willi Orban,2023-2024,30,RB Leipzig,de GER,1. Bundesliga,19,18,1582,17.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,97,10,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,
Willi Orban,2024-2025,31,RB Leipzig,de GER,1. Bundesliga,11,11,984,10.9,4,0,4,4,0,0,0,1,2.5,2.5,0.4,3.0,3,54,4,0.37,0.00,0.37,0.37,0.37,0.23,0.04,0.27,0.23,0.27,Matches,,,,,,
Angelino,2020-2021,23,RB Leipzig,de GER,1. Bundesliga,26,24,2161,24.0,4,4,8,4,0,0,2,0,4.2,4.2,5.5,9.7,47,93,242,0.17,0.17,0.33,0.17,0.33,0.17,0.23,0.40,0.17,0.40,Matches,,,,,,
Angelino,2021-2022,24,RB Leipzig,de GER,1. Bundesliga,29,26,2298,25.5,2,5,7,2,0,0,3,0,1.2,1.2,5.2,6.4,35,73,177,0.08,0.20,0.27,0.08,0.27,0.05,0.20,0.25,0.05,0.25,Matches,,,,,,
Angelino,2022-2023,25,Hoffenheim,de GER,1. Bundesliga,33,30,2617,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24,108,120,0.00,0.28,0.28,0.00,0.28,0.04,0.25,0.28,0.04,0.28,Matches,,,,,,
Angelino,2023-2024,26,Galatasaray,,1. Champions Lg,6,5,424,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,26,18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,
Angelino,2024-2025,27,Roma,,2. Europa Lg,5,5,450,5.0,0,2,2,0,0,0,1,0,0.2,0.2,1.8,2.0,7,20,47,0.00,0.40,0.40,0.00,0.40,0.04,0.36,0.40,0.04,0.40,Matches,,,,,,
Marcel Sabitzer,2020-2021,26,RB Leipzig,de GER,1. Bundesliga,27,24,2026,22.5,8,3,11,4,4,4,8,0,7.6,4.4,2.7,7.1,24,171,78,0.36,0.13,0.49,0.18,0.31,0.34,0.12,0.46,0.19,0.32,Matches,,,,,,
Marcel Sabitzer,2021-2022,27,Bayern Munich,de GER,1. Bundesliga,25,8,905,10.1,1,1,2,1,0,0,0,0,2.1,2.1,1.7,3.8,20,66,54,0.10,0.10,0.20,0.10,0.20,0.21,0.17,0.38,0.21,0.38,Matches,,,,,,
Marcel Sabitzer,2022-2023,28,Bayern Munich,de GER,1. Bundesliga,15,7,628,7.0,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.20,0.15,0.20,Matches,,,,,,
Marcel Sabitzer,2023-2024,29,Dortmund,de GER,1. Bundesliga,25,23,1961,21.8,4,3,7,3,1,1,3,1,3.6,2.8,1.8,4.6,39,111,69,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21,Matches,,,,,,
Marcel Sabitzer,2024-2025,30,Dortmund,de GER,1. Bundesliga,12,10,845,9.4,0,0,0,0,0,0,2,0,1.5,1.5,0.3,1.7,13,52,43,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.18,0.16,0.18,Matches,,,,,,
Kevin Kampl,2020-2021,29,RB Leipzig,de GER,1. Bundesliga,27,24,1932,21.5,0,1,1,0,0,0,6,0,1.1,1.1,1.6,2.7,25,117,24,0.00,0.05,0.05,0.00,0.05,0.05,0.07,0.13,0.05,0.13,Matches,,,,,,
Kevin Kampl,2021-2022,30,RB Leipzig,de GER,1. Bundesliga,27,25,1899,21.1,0,1,1,0,0,0,4,0,0.4,0.4,1.9,2.3,39,147,35,0.00,0.05,0.05,0.00,0.05,0.02,0.09,0.11,0.02,0.11,Matches,,,,,,
Kevin Kampl,2022-2023,31,RB Leipzig,de GER,1. Bundesliga,30,16,1372,15.2,2,2,4,2,0,0,8,0,1.1,1.1,1.0,2.2,23,80,15,0.13,0.13,0.26,0.13,0.26,0.07,0.07,0.14,0.07,0.14,Matches,,,,,,
Kevin Kampl,2023-2024,32,RB Leipzig,de GER,1. Bundesliga,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28,88,27,0.07,0.00,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13,Matches,,,,,,
Kevin Kampl,2024-2025,33,RB Leipzig,de GER,1. Bundesliga,10,7,659,7.3,1,0,1,1,0,0,2,0,0.5,0.5,1.1,1.7,4,48,13,0.14,0.00,0.14,0.14,0.14,0.07,0.16,0.23,0.07,0.23,Matches,,,,,,
Amadou Haidara,2020-2021,22,RB Leipzig,de GER,1. Bundesliga,31,21,1905,21.2,3,1,4,3,0,0,4,0,3.9,3.9,3.0,6.8,53,99,121,0.14,0.05,0.19,0.14,0.19,0.18,0.14,0.32,0.18,0.32,Matches,,,,,,
Amadou Haidara,2021-2022,23,RB Leipzig,de GER,1. Bundesliga,20,15,1326,14.7,3,1,4,3,0,0,2,0,1.2,1.2,0.7,2.0,12,99,18,0.20,0.07,0.27,0.20,0.27,0.08,0.05,0.13,0.08,0.13,Matches,,,,,,
Amadou Haidara,2022-2023,24,RB Leipzig,de GER,1. Bundesliga,31,15,1430,15.9,2,1,3,2,0,0,7,0,2.8,2.8,1.5,4.3,10,85,8,0.13,0.06,0.19,0.13,0.19,0.18,0.09,0.27,0.18,0.27,Matches,,,,,,
Amadou Haidara,2023-2024,25,RB Leipzig,de GER,1. Bundesliga,21,19,1526,17.0,2,1,3,2,0,0,5,0,1.1,1.1,1.6,2.7,8,97,11,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16,Matches,,,,,,
Amadou Haidara,2024-2025,26,RB Leipzig,de GER,1. Bundesliga,13,11,698,7.8,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,3,32,11,0.00,0.13,0.13,0.00,0.13,0.06,0.09,0.15,0.06,0.15,Matches,,,,,,
Christopher Nkunku,2020-2021,22,RB Leipzig,de GER,1. Bundesliga,28,19,1892,21.0,6,6,12,6,0,0,2,0,6.9,6.9,7.1,13.9,65,76,207,0.29,0.29,0.57,0.29,0.57,0.33,0.34,0.66,0.33,0.66,Matches,,,,,,
Christopher Nkunku,2021-2022,23,RB Leipzig,de GER,1. Bundesliga,34,31,2723,30.3,20,13,33,19,1,1,2,0,16.1,15.3,9.7,25.0,100,117,284,0.66,0.43,1.09,0.63,1.06,0.53,0.32,0.85,0.51,0.83,Matches,,,,,,
Christopher Nkunku,2022-2023,24,RB Leipzig,de GER,1. Bundesliga,25,20,1897,21.1,16,4,20,13,3,4,4,0,14.4,11.3,4.3,15.6,43,71,176,0.76,0.19,0.95,0.62,0.81,0.68,0.20,0.89,0.54,0.74,Matches,,,,,,
Christopher Nkunku,2023-2024,25,Chelsea,eng ENG,EFL Cup,2,0,106,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Christopher Nkunku,2024-2025,26,Chelsea,,3. Conf Lg,4,4,292,3.2,5,1,6,3,2,2,0,0,4.2,2.7,0.2,2.9,10,13,27,1.54,0.31,1.85,0.92,1.23,1.31,0.06,1.37,0.82,0.89,Matches,,,,,,
Marcel Halstenberg,2020-2021,28,RB Leipzig,de GER,1. Bundesliga,24,19,1651,18.3,2,2,4,1,1,1,2,0,1.9,1.1,1.7,2.9,44,143,59,0.11,0.11,0.22,0.05,0.16,0.11,0.09,0.20,0.06,0.16,Matches,,,,,,
Marcel Halstenberg,2021-2022,29,RB Leipzig,de GER,1. Bundesliga,8,5,507,5.6,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,5,24,8,0.18,0.00,0.18,0.18,0.18,0.06,0.07,0.13,0.06,0.13,Matches,,,,,,
Marcel Halstenberg,2022-2023,30,RB Leipzig,de GER,1. Bundesliga,31,17,1557,17.3,1,1,2,1,0,0,2,0,1.1,1.1,2.1,3.3,22,59,66,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.19,0.06,0.19,Matches,,,,,,
Marcel Halstenberg,2023-2024,31,Hannover 96,de GER,2. 2. Bundesliga,32,32,2833,31.5,5,5,10,3,2,2,4,1,5.0,3.4,2.0,5.3,19,133,21,0.16,0.16,0.32,0.10,0.25,0.16,0.06,0.22,0.11,0.17,Matches,,,,,,
Marcel Halstenberg,2024-2025,32,Hannover 96,de GER,2. 2. Bundesliga,14,14,1239,13.8,2,0,2,0,2,2,1,0,2.0,0.4,0.2,0.6,8,76,4,0.15,0.00,0.15,0.00,0.00,0.14,0.02,0.16,0.03,0.05,Matches,,,,,,
Lukas Klostermann,2020-2021,24,RB Leipzig,de GER,1. Bundesliga,23,15,1446,16.1,1,0,1,1,0,0,2,0,0.8,0.8,0.8,1.6,13,106,23,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.10,0.05,0.10,Matches,,,,,,
Lukas Klostermann,2021-2022,25,RB Leipzig,de GER,1. Bundesliga,23,17,1648,18.3,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.3,17,70,26,0.00,0.05,0.05,0.00,0.05,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,
Lukas Klostermann,2022-2023,26,RB Leipzig,de GER,1. Bundesliga,15,10,907,10.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,5,40,12,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches,,,,,,
Lukas Klostermann,2023-2024,27,RB Leipzig,de GER,1. Bundesliga,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14,90,13,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,
Lukas Klostermann,2024-2025,28,RB Leipzig,de GER,1. Bundesliga,11,8,730,8.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,9,36,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Yussuf Poulsen,2020-2021,26,RB Leipzig,de GER,1. Bundesliga,27,14,1354,15.0,5,4,9,5,0,0,1,0,4.6,4.6,1.8,6.4,24,37,119,0.33,0.27,0.60,0.33,0.60,0.31,0.12,0.42,0.31,0.42,Matches,,,,,,
Yussuf Poulsen,2021-2022,27,RB Leipzig,de GER,1. Bundesliga,25,12,1079,12.0,6,0,6,6,0,0,2,0,5.5,5.5,1.7,7.2,14,30,84,0.50,0.00,0.50,0.50,0.50,0.46,0.14,0.60,0.46,0.60,Matches,,,,,,
Yussuf Poulsen,2022-2023,28,RB Leipzig,de GER,1. Bundesliga,19,3,411,4.6,2,1,3,2,0,0,1,0,1.3,1.3,1.8,3.1,10,7,40,0.44,0.22,0.66,0.44,0.66,0.29,0.39,0.68,0.29,0.68,Matches,,,,,,
Yussuf Poulsen,2023-2024,29,RB Leipzig,de GER,1. Bundesliga,28,12,1217,13.5,5,2,7,5,0,0,0,0,5.7,5.7,1.0,6.8,11,16,78,0.37,0.15,0.52,0.37,0.52,0.43,0.08,0.50,0.43,0.50,Matches,,,,,,
Yussuf Poulsen,2024-2025,30,RB Leipzig,de GER,1. Bundesliga,9,2,198,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,4,16,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23,Matches,,,,,,
Alexander Sorloth,2020-2021,24,RB Leipzig,de GER,1. Bundesliga,29,13,1443,16.0,5,3,8,5,0,1,2,0,6.4,5.6,2.7,8.3,43,34,143,0.31,0.19,0.50,0.31,0.50,0.40,0.17,0.57,0.35,0.52,Matches,,,,,,
Alexander Sorloth,2021-2022,25,Real Sociedad,es ESP,Copa del Rey,4,3,245,2.7,2,0,2,2,0,0,0,0,,,,,,,,0.73,0.00,0.73,0.73,0.73,,,,,,Matches,,,,,,
Alexander Sorloth,2022-2023,26,RB Leipzig,de GER,1. Bundesliga,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Alexander Sorloth,2023-2024,27,Villarreal,es ESP,Copa del Rey,1,0,52,0.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alexander Sorloth,2024-2025,28,Atlético Madrid,,1. Champions Lg,5,2,213,2.4,0,0,0,0,0,0,0,0,1.9,1.9,0.1,2.1,5,7,15,0.00,0.00,0.00,0.00,0.00,0.81,0.06,0.87,0.81,0.87,Matches,,,,,,
Justin Kluivert,2020-2021,21,RB Leipzig,de GER,1. Bundesliga,19,8,813,9.0,3,1,4,3,0,0,2,0,3.6,3.6,1.0,4.6,42,11,108,0.33,0.11,0.44,0.33,0.44,0.40,0.11,0.51,0.40,0.51,Matches,,,,,,
Justin Kluivert,2021-2022,22,Nice,fr FRA,Coupe de France,4,3,274,3.0,2,1,3,2,0,0,2,0,,,,,,,,0.66,0.33,0.99,0.66,0.99,,,,,,Matches,,,,,,
Justin Kluivert,2022-2023,23,Valencia,es ESP,Copa del Rey,2,2,150,1.7,2,1,3,2,0,0,0,0,,,,,,,,1.20,0.60,1.80,1.20,1.80,,,,,,Matches,,,,,,
Justin Kluivert,2023-2024,24,Bournemouth,eng ENG,EFL Cup,2,1,82,0.9,1,1,2,1,0,0,0,0,,,,,,,,1.10,1.10,2.20,1.10,2.20,,,,,,Matches,,,,,,
Justin Kluivert,2024-2025,25,Bournemouth,eng ENG,EFL Cup,1,0,23,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ibrahima Konate,2020-2021,21,RB Leipzig,de GER,1. Bundesliga,14,8,695,7.7,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,6,29,1,0.13,0.00,0.13,0.13,0.13,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,
Ibrahima Konate,2021-2022,22,Liverpool,,1. Champions Lg,8,8,720,8.0,2,0,2,2,0,0,1,0,0.4,0.4,0.2,0.7,3,31,1,0.25,0.00,0.25,0.25,0.25,0.05,0.03,0.08,0.05,0.08,Matches,,,,,,
Ibrahima Konate,2022-2023,23,Liverpool,,1. Champions Lg,3,3,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches,,,,,,
Ibrahima Konate,2023-2024,24,Liverpool,eng ENG,EFL Cup,5,3,323,3.6,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.28,0.28,0.00,0.28,,,,,,Matches,,,,,,
Ibrahima Konate,2024-2025,25,Liverpool,,1. Champions Lg,5,5,447,5.0,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,1,13,0,0.20,0.00,0.20,0.20,0.20,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,
Benjamin Henrichs,2020-2021,23,RB Leipzig,de GER,1. Bundesliga,13,5,540,6.0,0,1,1,0,0,0,3,0,0.2,0.2,0.6,0.8,12,33,32,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,Matches,,,,,,
Benjamin Henrichs,2021-2022,24,RB Leipzig,de GER,1. Bundesliga,22,12,1143,12.7,3,3,6,3,0,0,3,0,1.3,1.3,2.5,3.8,24,60,87,0.24,0.24,0.47,0.24,0.47,0.11,0.20,0.30,0.11,0.30,Matches,,,,,,
