Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches,Matches
Pavel Kaderabek,2024-2025,32,Hoffenheim,de GER,1. Bundesliga,10,8,686,7.6,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,2,17,46,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches,,,,,,
Ryan Sessegnon,2020-2021,20,Hoffenheim,de GER,1. Bundesliga,23,17,1574,17.5,2,3,5,2,0,0,4,0,0.8,0.8,1.7,2.5,45,68,103,0.11,0.17,0.29,0.11,0.29,0.05,0.10,0.14,0.05,0.14,Matches,,,,,,
Ryan Sessegnon,2021-2022,21,Tottenham,,3. Conf Lg,1,1,31,0.3,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches,,,,,,
Ryan Sessegnon,2022-2023,22,Tottenham,,1. Champions Lg,3,2,155,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,1,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.16,0.27,0.12,0.27,Matches,,,,,,
Ryan Sessegnon,2023-2024,23,Tottenham,eng ENG,FA Cup,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ryan Sessegnon,2024-2025,24,Fulham,eng ENG,EFL Cup,2,2,180,2.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.50,0.50,0.00,0.50,,,,,,Matches,,,,,,
Kevin Akpoguma,2020-2021,25,Hoffenheim,de GER,1. Bundesliga,16,14,1184,13.2,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,10,56,14,0.08,0.00,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,
Kevin Akpoguma,2021-2022,26,Hoffenheim,de GER,1. Bundesliga,26,19,1527,17.0,2,2,4,2,0,0,5,0,1.2,1.2,2.6,3.8,36,87,40,0.12,0.12,0.24,0.12,0.24,0.07,0.15,0.22,0.07,0.22,Matches,,,,,,
Kevin Akpoguma,2022-2023,27,Hoffenheim,de GER,1. Bundesliga,28,21,1950,21.7,0,0,0,0,0,0,11,0,0.6,0.6,0.5,1.2,17,85,23,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,,,,,,
Kevin Akpoguma,2023-2024,28,Hoffenheim,de GER,1. Bundesliga,17,11,1097,12.2,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.6,10,55,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,,,,,,
Kevin Akpoguma,2024-2025,29,Hoffenheim,de GER,1. Bundesliga,12,10,914,10.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,7,40,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
Robert Skov,2020-2021,24,Hoffenheim,de GER,1. Bundesliga,23,12,1164,12.9,1,0,1,1,0,0,0,1,1.9,1.9,2.5,4.4,25,42,98,0.08,0.00,0.08,0.08,0.08,0.15,0.19,0.34,0.15,0.34,Matches,,,,,,
Robert Skov,2021-2022,25,Hoffenheim,de GER,1. Bundesliga,12,3,368,4.1,0,1,1,0,0,0,1,0,0.7,0.7,1.4,2.1,9,14,37,0.00,0.24,0.24,0.00,0.24,0.17,0.34,0.51,0.17,0.51,Matches,,,,,,
Robert Skov,2022-2023,26,Hoffenheim,de GER,1. Bundesliga,23,16,1349,15.0,3,2,5,1,2,2,1,0,3.4,1.8,1.8,3.6,43,49,97,0.20,0.13,0.33,0.07,0.20,0.23,0.12,0.34,0.12,0.24,Matches,,,,,,
Robert Skov,2023-2024,27,Hoffenheim,de GER,1. Bundesliga,25,14,1260,14.0,3,4,7,3,0,0,2,0,1.8,1.8,1.9,3.7,28,71,92,0.21,0.29,0.50,0.21,0.50,0.13,0.14,0.26,0.13,0.26,Matches,,,,,,
Robert Skov,2024-2025,28,Union Berlin,de GER,1. Bundesliga,7,4,336,3.7,1,2,3,1,0,0,1,0,0.2,0.2,1.5,1.7,11,16,23,0.27,0.54,0.80,0.27,0.80,0.06,0.41,0.47,0.06,0.47,Matches,,,,,,
Moanes Dabbur,2020-2021,28,Hoffenheim,de GER,1. Bundesliga,22,11,999,11.1,4,0,4,4,0,1,2,0,5.3,4.5,0.6,5.1,20,35,80,0.36,0.00,0.36,0.36,0.36,0.48,0.05,0.53,0.41,0.46,Matches,,,,,,
Moanes Dabbur,2021-2022,29,Hoffenheim,de GER,1. Bundesliga,27,17,1310,14.6,3,4,7,3,0,0,5,0,4.5,4.5,2.4,6.9,11,51,96,0.21,0.27,0.48,0.21,0.48,0.31,0.16,0.47,0.31,0.47,Matches,,,,,,
Moanes Dabbur,2022-2023,30,Hoffenheim,de GER,1. Bundesliga,21,8,933,10.4,6,2,8,6,0,0,3,1,3.5,3.5,2.2,5.7,10,33,61,0.58,0.19,0.77,0.58,0.77,0.34,0.21,0.55,0.34,0.55,Matches,,,,,,
Dennis Geiger,2020-2021,22,Hoffenheim,de GER,1. Bundesliga,9,9,658,7.3,1,1,2,1,0,0,4,1,0.3,0.3,1.5,1.8,10.0,46.0,18.0,0.14,0.14,0.27,0.14,0.27,0.04,0.21,0.25,0.04,0.25,Matches,,,,,,
Dennis Geiger,2021-2022,23,Hoffenheim,de GER,1. Bundesliga,20,17,1377,15.3,2,2,4,2,0,0,6,0,0.9,0.9,2.2,3.2,16.0,85.0,22.0,0.13,0.13,0.26,0.13,0.26,0.06,0.15,0.21,0.06,0.21,Matches,,,,,,
Dennis Geiger,2022-2023,24,Hoffenheim,de GER,1. Bundesliga,27,27,1952,21.7,1,3,4,1,0,0,9,0,0.2,0.2,2.7,2.9,21.0,99.0,22.0,0.05,0.14,0.18,0.05,0.18,0.01,0.12,0.13,0.01,0.13,Matches,,,,,,
Dennis Geiger,2023-2024,25,Hoffenheim,de GER,1. Bundesliga,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,,,,,,
Dennis Geiger,2024-2025,26,Hoffenheim,de GER,1. Bundesliga,5,2,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,,,,,,
Georginio Rutter,2020-2021,18,Hoffenheim,de GER,1. Bundesliga,,2,241,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,4,6,29,0.37,0.00,0.37,0.37,0.37,0.25,0.04,0.28,0.25,0.28,Matches,9,,,,,
Georginio Rutter,2021-2022,19,Hoffenheim,de GER,1. Bundesliga,,13,1611,17.9,8,2,10,8,0,0,2,0,7.0,7.0,4.2,11.2,38,42,124,0.45,0.11,0.56,0.45,0.56,0.39,0.23,0.63,0.39,0.63,Matches,33,,,,,
Georginio Rutter,2022-2023,20,Hoffenheim,de GER,1. Bundesliga,,11,1009,11.2,2,2,4,2,0,0,2,0,3.0,3.0,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,Matches,15,,,,,
Georginio Rutter,2023-2024,21,Leeds United,eng ENG,2. Championship,,44,3736,41.5,6,16,22,6,0,0,6,0,12.3,12.3,12.2,24.5,120,185,270,0.14,0.39,0.53,0.14,0.53,0.30,0.29,0.59,0.30,0.59,Matches,45,,,,,
Georginio Rutter,2024-2025,22,Leeds United,eng ENG,2. Championship,,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,6,5,0.00,1.00,1.00,0.00,1.00,0.14,0.28,0.42,0.14,0.42,Matches,1,,,,,
Ermin Bicakcic,2020-2021,30,Hoffenheim,de GER,1. Bundesliga,2,2,128,1.4,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0,4,0,0.70,0.00,0.70,0.70,0.70,0.25,0.00,0.25,0.25,0.25,Matches,,,,,,
Ermin Bicakcic,2021-2022,31,Hoffenheim,de GER,1. Bundesliga,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Ermin Bicakcic,2022-2023,32,Hoffenheim,de GER,1. Bundesliga,9,0,265,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
Ermin Bicakcic,2023-2024,33,Braunschweig,de GER,2. 2. Bundesliga,22,21,1869,20.8,4,0,4,4,0,0,6,0,2.4,2.4,1.1,3.5,8,29,2,0.19,0.00,0.19,0.19,0.19,0.12,0.05,0.17,0.12,0.17,Matches,,,,,,
Ermin Bicakcic,2024-2025,34,Braunschweig,de GER,2. 2. Bundesliga,15,15,1234,13.7,1,0,1,1,0,0,1,0,1.3,1.3,0.7,2.0,4,28,0,0.07,0.00,0.07,0.07,0.07,0.09,0.05,0.14,0.09,0.14,Matches,,,,,,
Jacob Bruun Larsen,2020-2021,21,Hoffenheim,de GER,1. Bundesliga,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,
Jacob Bruun Larsen,2021-2022,22,Hoffenheim,de GER,1. Bundesliga,25,9,812,9.0,4,0,4,4,0,0,1,0,2.8,2.8,2.0,4.8,31,27,106,0.44,0.00,0.44,0.44,0.44,0.31,0.22,0.53,0.31,0.53,Matches,,,,,,
Jacob Bruun Larsen,2022-2023,23,Hoffenheim,de GER,1. Bundesliga,12,3,328,3.6,1,0,1,1,0,0,0,0,1.3,1.3,0.4,1.7,10,4,24,0.27,0.00,0.27,0.27,0.27,0.36,0.11,0.47,0.36,0.47,Matches,,,,,,
Jacob Bruun Larsen,2023-2024,24,Burnley,eng ENG,EFL Cup,3,3,207,2.3,1,0,1,1,0,0,0,0,,,,,,,,0.43,0.00,0.43,0.43,0.43,,,,,,Matches,,,,,,
Jacob Bruun Larsen,2024-2025,25,Hoffenheim,de GER,1. Bundesliga,10,2,283,3.1,1,2,3,1,0,0,0,0,1.5,1.5,0.4,1.9,11,9,28,0.32,0.64,0.95,0.32,0.95,0.48,0.12,0.60,0.48,0.60,Matches,,,,,,
Klauss,2020-2021,23,Hoffenheim,de GER,1. Bundesliga,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,3,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.34,0.12,0.34,Matches,,,,,,
Klauss,2021-2022,24,Standard Liège,be BEL,1. First Division A,19,15,1367,15.2,2,0,2,1,1,1,6,0,4.6,3.8,2.6,6.4,20,41,99,0.13,0.00,0.13,0.07,0.07,0.28,0.16,0.45,0.23,0.40,Matches,,,,,,
Maximilian Beier,2020-2021,17,Hoffenheim,de GER,1. Bundesliga,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Maximilian Beier,2021-2022,18,Hannover 96,de GER,2. 2. Bundesliga,30,25,2088,23.2,3,3,6,3,0,0,4,0,5.8,5.8,3.8,9.5,66,35,158,0.13,0.13,0.26,0.13,0.26,0.25,0.16,0.41,0.25,0.41,Matches,,,,,,
Maximilian Beier,2022-2023,19,Hannover 96,de GER,2. 2. Bundesliga,33,25,2168,24.1,7,0,7,6,1,2,1,0,6.9,5.3,1.1,6.5,39,33,165,0.29,0.00,0.29,0.25,0.25,0.29,0.05,0.34,0.22,0.27,Matches,,,,,,
Maximilian Beier,2023-2024,20,Hoffenheim,de GER,1. Bundesliga,33,29,2420,26.9,16,1,17,16,0,0,0,0,11.4,11.4,2.4,13.8,61,30,224,0.60,0.04,0.63,0.60,0.63,0.43,0.09,0.51,0.43,0.51,Matches,,,,,,
Maximilian Beier,2024-2025,21,Dortmund,de GER,1. Bundesliga,12,7,655,7.3,2,1,3,2,0,0,2,0,1.7,1.7,0.6,2.4,9,14,42,0.27,0.14,0.41,0.27,0.41,0.24,0.09,0.32,0.24,0.32,Matches,,,,,,
Joshua Brenet,2020-2021,26,Hoffenheim,de GER,1. Bundesliga,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Joshua Brenet,2021-2022,27,Twente,nl NED,1. Eredivisie,13,11,1001,11.1,2,1,3,2,0,0,4,0,3.1,3.1,1.0,4.0,37,47,68,0.18,0.09,0.27,0.18,0.27,0.28,0.09,0.36,0.28,0.36,Matches,,,,,,
Joshua Brenet,2022-2023,28,Twente,nl NED,1. Eredivisie,32,28,2511,27.9,7,4,11,7,0,0,3,0,5.6,5.6,4.4,10.0,70,138,130,0.25,0.14,0.39,0.25,0.39,0.20,0.16,0.36,0.20,0.36,Matches,,,,,,
Joshua Brenet,2023-2024,29,Twente,nl NED,1. Eredivisie,15,13,1078,12.0,2,2,4,2,0,0,1,0,1.3,1.3,1.4,2.7,31,64,62,0.17,0.17,0.33,0.17,0.33,0.11,0.11,0.22,0.11,0.22,Matches,,,,,,
Alfonso,2020-2021,20,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alfonso,2021-2022,21,Oostende,be BEL,1. First Division A,18,13,1107,12.3,2,0,2,2,0,0,8,1,0.9,0.9,0.5,1.4,15,67,22,0.16,0.00,0.16,0.16,0.16,0.07,0.04,0.12,0.07,0.12,Matches,,,,,,
Alfonso,2022-2023,22,Oostende,be BEL,1. Pro League A,20,15,1297,14.4,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,9,69,17,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,
Alfonso,2023-2024,23,Oostende,be BEL,2. Pro League B,17,9,719,8.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alfonso,2024-2025,24,Septemvri Sofia,bg BUL,1. First League,8,5,466,5.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Max Geschwill,2020-2021,19,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Max Geschwill,2023-2024,22,Sandhausen,de GER,3. 3. Liga,27,27,2392,26.6,2,0,2,2,0,0,5,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,Matches,,,,,,
Max Geschwill,2024-2025,23,Holstein Kiel,de GER,1. Bundesliga,12,10,924,10.3,1,2,3,1,0,0,2,0,0.6,0.6,0.7,1.2,2,45,11,0.10,0.19,0.29,0.10,0.29,0.05,0.07,0.12,0.05,0.12,Matches,,,,,,
Nahuel Noll,2020-2021,17,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nahuel Noll,2021-2022,18,Hoffenheim U19,de GER,Jr. U19 Bundesliga,13,13,1170,13.0,0,,,0,0,0,2,0,,,,,,,,0.00,,,0.00,,,,,,,Matches,,,,,,
Nahuel Noll,2022-2023,19,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nahuel Noll,2023-2024,20,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nahuel Noll,2024-2025,21,Greuther Fürth,de GER,2. 2. Bundesliga,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,
Luca Philipp,2020-2021,19,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Luca Philipp,2021-2022,20,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Luca Philipp,2022-2023,21,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Luca Philipp,2023-2024,22,Hoffenheim,de GER,1. Bundesliga,0,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,Matches,
Luca Philipp,2024-2025,23,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Robin Zentner,2020-2021,25,Mainz 05,de GER,1. Bundesliga,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches,,,,,,
Robin Zentner,2021-2022,26,Mainz 05,de GER,1. Bundesliga,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Robin Zentner,2022-2023,27,Mainz 05,de GER,1. Bundesliga,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Robin Zentner,2023-2024,28,Mainz 05,de GER,1. Bundesliga,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Robin Zentner,2024-2025,29,Mainz 05,de GER,1. Bundesliga,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
Jean Paul Boetius,2020-2021,26,Mainz 05,de GER,1. Bundesliga,31,23,2065,22.9,2,4,6,2,0,0,5,0,2.6,2.6,6.1,8.7,33,109,96,0.09,0.17,0.26,0.09,0.26,0.11,0.27,0.38,0.11,0.38,Matches,,,,,,
Jean Paul Boetius,2021-2022,27,Mainz 05,de GER,1. Bundesliga,33,19,1800,20.0,2,2,4,2,0,0,3,0,1.0,1.0,2.7,3.7,17,119,49,0.10,0.10,0.20,0.10,0.20,0.05,0.13,0.19,0.05,0.19,Matches,,,,,,
Jean Paul Boetius,2022-2023,28,Hertha BSC,de GER,1. Bundesliga,21,10,1050,11.7,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,4,61,23,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.10,0.05,0.10,Matches,,,,,,
Danny Latza,2020-2021,30,Mainz 05,de GER,1. Bundesliga,29,21,1800,20.0,0,2,2,0,0,0,8,0,2.1,2.1,2.2,4.3,10,67,42,0.00,0.10,0.10,0.00,0.10,0.11,0.11,0.22,0.11,0.22,Matches,,,,,,
Danny Latza,2021-2022,31,Schalke 04,de GER,2. 2. Bundesliga,15,9,722,8.0,2,0,2,2,0,0,5,0,1.0,1.0,0.5,1.4,8,56,26,0.25,0.00,0.25,0.25,0.25,0.12,0.06,0.18,0.12,0.18,Matches,,,,,,
Danny Latza,2022-2023,32,Schalke 04,de GER,1. Bundesliga,20,8,853,9.5,0,1,1,0,0,0,2,0,0.9,0.9,0.2,1.1,11,33,15,0.00,0.11,0.11,0.00,0.11,0.10,0.02,0.12,0.09,0.12,Matches,,,,,,
Danny Latza,2023-2024,33,Schalke 04,de GER,2. 2. Bundesliga,11,2,277,3.1,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,2,17,17,0.32,0.00,0.32,0.32,0.32,0.12,0.06,0.18,0.12,0.18,Matches,,,,,,
Karim Onisiwo,2020-2021,28,Mainz 05,de GER,1. Bundesliga,31,19,1843,20.5,4,0,4,4,0,0,2,0,6.2,6.2,1.8,8.0,54,36,153,0.20,0.00,0.20,0.20,0.20,0.30,0.09,0.39,0.30,0.39,Matches,,,,,,
Karim Onisiwo,2021-2022,29,Mainz 05,de GER,1. Bundesliga,31,28,2361,26.2,5,8,13,5,0,0,0,0,8.2,8.2,6.6,14.8,82,51,237,0.19,0.30,0.50,0.19,0.50,0.31,0.25,0.57,0.31,0.57,Matches,,,,,,
Karim Onisiwo,2022-2023,30,Mainz 05,de GER,1. Bundesliga,31,28,2539,28.2,10,2,12,10,0,0,4,0,8.2,8.2,3.4,11.6,72,48,220,0.35,0.07,0.43,0.35,0.43,0.29,0.12,0.41,0.29,0.41,Matches,,,,,,
Karim Onisiwo,2023-2024,31,Mainz 05,de GER,1. Bundesliga,24,17,1493,16.6,1,3,4,1,0,0,1,0,2.3,2.3,1.3,3.7,26,27,111,0.06,0.18,0.24,0.06,0.24,0.14,0.08,0.22,0.14,0.22,Matches,,,,,,
Karim Onisiwo,2024-2025,32,Mainz 05,de GER,1. Bundesliga,5,1,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,8,0.00,0.00,0.00,0.00,0.00,0.06,0.29,0.35,0.06,0.35,Matches,,,,,,
Phillipp Mwene,2020-2021,26,Mainz 05,de GER,1. Bundesliga,20,19,1674,18.6,1,2,3,1,0,0,3,0,0.5,0.5,1.6,2.1,24,39,72,0.05,0.11,0.16,0.05,0.16,0.03,0.09,0.11,0.03,0.11,Matches,,,,,,
Phillipp Mwene,2021-2022,27,PSV Eindhoven,,3. Conf Lg,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches,,,,,,
Phillipp Mwene,2022-2023,28,PSV Eindhoven,nl NED,1. Eredivisie,25,19,1691,18.8,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,41,56,100,0.00,0.05,0.05,0.00,0.05,0.04,0.08,0.12,0.04,0.12,Matches,,,,,,
Phillipp Mwene,2023-2024,29,Mainz 05,de GER,1. Bundesliga,23,23,1996,22.2,1,2,3,1,0,0,4,1,1.4,1.4,2.0,3.4,50,73,93,0.05,0.09,0.14,0.05,0.14,0.06,0.09,0.15,0.06,0.15,Matches,,,,,,
Phillipp Mwene,2024-2025,30,Mainz 05,de GER,1. Bundesliga,14,14,1246,13.8,0,3,3,0,0,0,3,0,0.9,0.9,1.0,1.9,37,47,73,0.00,0.22,0.22,0.00,0.22,0.07,0.07,0.14,0.07,0.14,Matches,,,,,,
Robin Quaison,2020-2021,26,Mainz 05,de GER,1. Bundesliga,28,18,1476,16.4,6,2,8,5,1,1,1,0,6.2,5.4,2.6,8.0,14,40,68,0.37,0.12,0.49,0.30,0.43,0.38,0.16,0.53,0.33,0.49,Matches,,,,,,
Robin Quaison,2021-2022,27,Al-Ettifaq,sa KSA,1. Pro League,21,19,1486,16.5,7,1,8,6,1,1,4,1,,,,,,,,0.42,0.06,0.48,0.36,0.42,,,,,,Matches,,,,,,
Robin Quaison,2022-2023,28,Al-Ettifaq,sa KSA,1. Pro League,26,19,1732,19.2,6,2,8,4,2,3,3,0,,,,,,,,0.31,0.10,0.42,0.21,0.31,,,,,,Matches,,,,,,
Robin Quaison,2023-2024,29,Al-Ettifaq,sa KSA,1. Pro League,18,16,1406,15.6,3,0,3,3,0,0,0,0,,,,,,,,0.19,0.00,0.19,0.19,0.19,,,,,,Matches,,,,,,
Robin Quaison,2024-2025,30,Aris,gr GRE,1. Super League,5,0,25,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Jonathan Burkardt,2020-2021,20,Mainz 05,de GER,1. Bundesliga,29,16,1373,15.3,2,0,2,2,0,0,0,0,3.7,3.7,1.9,5.6,39,33,97,0.13,0.00,0.13,0.13,0.13,0.24,0.13,0.37,0.24,0.37,Matches,,,,,,
Jonathan Burkardt,2021-2022,21,Mainz 05,de GER,1. Bundesliga,34,32,2611,29.0,11,3,14,10,1,1,0,0,12.8,12.0,2.7,14.8,65,64,200,0.38,0.10,0.48,0.34,0.45,0.44,0.09,0.54,0.42,0.51,Matches,,,,,,
Jonathan Burkardt,2022-2023,22,Mainz 05,de GER,1. Bundesliga,11,7,533,5.9,1,2,3,1,0,1,2,0,3.0,2.2,1.1,3.3,9,14,46,0.17,0.34,0.51,0.17,0.51,0.50,0.18,0.68,0.37,0.55,Matches,,,,,,
Jonathan Burkardt,2023-2024,23,Mainz 05,de GER,1. Bundesliga,21,18,1538,17.1,8,2,10,7,1,1,2,0,6.1,5.3,2.1,7.4,36,28,101,0.47,0.12,0.59,0.41,0.53,0.36,0.12,0.48,0.31,0.43,Matches,,,,,,
Jonathan Burkardt,2024-2025,24,Mainz 05,de GER,1. Bundesliga,14,14,1051,11.7,10,1,11,9,1,1,0,0,7.3,6.5,1.2,7.7,13,23,71,0.86,0.09,0.94,0.77,0.86,0.62,0.10,0.73,0.56,0.66,Matches,,,,,,
Stefan Bell,2020-2021,28,Mainz 05,de GER,1. Bundesliga,16,16,1266,14.1,1,1,2,1,0,0,6,0,0.5,0.5,0.8,1.3,1,25,3,0.07,0.07,0.14,0.07,0.14,0.04,0.06,0.09,0.04,0.09,Matches,,,,,,
Stefan Bell,2021-2022,29,Mainz 05,de GER,1. Bundesliga,33,33,2864,31.8,2,0,2,2,0,0,9,0,1.7,1.7,1.4,3.1,13,93,15,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.10,0.05,0.10,Matches,,,,,,
Stefan Bell,2022-2023,30,Mainz 05,de GER,1. Bundesliga,30,26,2395,26.6,0,1,1,0,0,0,9,0,0.7,0.7,0.6,1.2,9,92,10,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05,Matches,,,,,,
Stefan Bell,2023-2024,31,Mainz 05,de GER,1. Bundesliga,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0,23,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
Stefan Bell,2024-2025,32,Mainz 05,de GER,1. Bundesliga,9,7,704,7.8,0,1,1,0,0,0,1,0,0.5,0.5,0.9,1.3,5,15,2,0.00,0.13,0.13,0.00,0.13,0.06,0.11,0.17,0.06,0.17,Matches,,,,,,
