Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches
Zakaria Aboukhlal,2022-2023,22,Toulouse,fr FRA,Coupe de France,5,5,410,4.6,5,0,5,5,0,0,1,0,,,,,,,,1.10,0.00,1.10,1.10,1.10,,,,,,Matches,,,,,
Zakaria Aboukhlal,2023-2024,23,Toulouse,,2. Europa Lg,1,1,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Zakaria Aboukhlal,2024-2025,24,Toulouse,fr FRA,1. Ligue 1,14,13,1092,12.1,4,2,6,4,0,1,3,0,7.0,6.3,1.2,7.4,22,17,94,0.33,0.16,0.49,0.33,0.49,0.58,0.10,0.68,0.52,0.61,Matches,,,,,
Mark McKenzie,2020-2021,21,Genk,be BEL,1. First Division A,8,5,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,21,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,,,,,
Mark McKenzie,2021-2022,22,Genk,,2. Europa Lg,3,2,181,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,8,2,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches,,,,,
Mark McKenzie,2022-2023,23,Genk,be BEL,1. Pro League A,30,30,2696,30.0,1,0,1,1,0,0,4,0,1.8,1.8,0.4,2.2,21,144,3,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,,,,,
Mark McKenzie,2023-2024,24,Genk,,3. Conf Lg,4,4,360,4.0,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,9,29,0,0.25,0.00,0.25,0.25,0.25,0.14,0.00,0.14,0.14,0.14,Matches,,,,,
Mark McKenzie,2024-2025,25,Toulouse,fr FRA,1. Ligue 1,12,12,1054,11.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,31,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Charlie Cresswell,2020-2021,17,Leeds United,eng ENG,EFL Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Charlie Cresswell,2021-2022,18,Leeds United,eng ENG,EFL Cup,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Charlie Cresswell,2022-2023,19,Millwall,eng ENG,2. Championship,28,25,2260,25.1,4,2,6,4,0,0,4,0,2.3,2.3,1.8,4.1,15,81,16,0.16,0.08,0.24,0.16,0.24,0.09,0.07,0.16,0.09,0.16,Matches,,,,,
Charlie Cresswell,2023-2024,20,Leeds United,eng ENG,2. Championship,5,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,
Charlie Cresswell,2024-2025,21,Toulouse,fr FRA,1. Ligue 1,13,11,973,10.8,0,0,0,0,0,0,0,0,1.4,1.4,0.5,1.9,6,26,4,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17,Matches,,,,,
Djibril Sidibe,2020-2021,28,Monaco,fr FRA,Coupe de France,4,3,327,3.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Djibril Sidibe,2021-2022,29,Monaco,fr FRA,Coupe de France,3,2,187,2.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Djibril Sidibe,2022-2023,30,AEK Athens,gr GRE,1. Super League,12,6,623,6.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,Matches,,,,,
Djibril Sidibe,2023-2024,31,AEK Athens,,2. Europa Lg,4,4,291,3.2,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,1,11,17,0.31,0.00,0.31,0.31,0.31,0.09,0.08,0.17,0.09,0.17,Matches,,,,,
Djibril Sidibe,2024-2025,32,Toulouse,fr FRA,1. Ligue 1,13,10,908,10.1,0,2,2,0,0,0,1,0,0.3,0.3,2.0,2.3,4,55,21,0.00,0.20,0.20,0.00,0.20,0.03,0.19,0.22,0.03,0.22,Matches,,,,,
Joshua King,2020-2021,28,Bournemouth,eng ENG,2. Championship,12,5,589,6.5,0,0,0,0,0,0,0,0,1.4,1.4,1.0,2.5,17,11,54,0.00,0.00,0.00,0.00,0.00,0.22,0.16,0.38,0.22,0.38,Matches,,,,,
Joshua King,2021-2022,29,Watford,eng ENG,EFL Cup,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Joshua King,2022-2023,30,Fenerbahçe,,2. Europa Lg,4,3,264,2.9,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,3,3,14,0.00,0.00,0.00,0.00,0.00,0.34,0.03,0.37,0.34,0.37,Matches,,,,,
Joshua King,2023-2024,31,Fenerbahçe,,3. Conf Lg,4,2,215,2.4,2,0,2,2,0,0,1,0,1.9,1.9,0.3,2.1,14,7,21,0.84,0.00,0.84,0.84,0.84,0.78,0.12,0.89,0.78,0.89,Matches,,,,,
Joshua King,2024-2025,32,Toulouse,fr FRA,1. Ligue 1,12,9,746,8.3,4,1,5,4,0,0,1,0,2.8,2.8,1.4,4.1,17,17,52,0.48,0.12,0.60,0.48,0.60,0.33,0.16,0.50,0.33,0.50,Matches,,,,,
Waren Kamanzi,2022-2023,21,Toulouse,fr FRA,Coupe de France,4,2,197,2.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.46,0.46,0.00,0.46,,,,,,Matches,,,,,
Waren Kamanzi,2023-2024,22,Toulouse,fr FRA,Coupe de France,2,2,176,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Waren Kamanzi,2024-2025,23,Toulouse,fr FRA,1. Ligue 1,13,7,681,7.6,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.5,14,22,39,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,,,,,
Rasmus Nicolaisen,2020-2021,23,Midtjylland,dk DEN,1. Danish Superliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Rasmus Nicolaisen,2021-2022,24,Toulouse,fr FRA,Coupe de France,4,3,324,3.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Rasmus Nicolaisen,2022-2023,25,Toulouse,fr FRA,Coupe de France,5,5,421,4.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Rasmus Nicolaisen,2023-2024,26,Toulouse,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,
Rasmus Nicolaisen,2024-2025,27,Toulouse,fr FRA,1. Ligue 1,7,7,623,6.9,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,27,2,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.10,0.06,0.10,Matches,,,,,
Gabriel Suazo,2022-2023,24,Toulouse,fr FRA,Coupe de France,4,4,360,4.0,1,1,2,1,0,0,0,0,,,,,,,,0.25,0.25,0.50,0.25,0.50,,,,,,Matches,,,,,
Gabriel Suazo,2023-2024,25,Toulouse,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Gabriel Suazo,2024-2025,26,Toulouse,fr FRA,1. Ligue 1,12,6,649,7.2,0,2,2,0,0,0,0,0,0.1,0.1,0.7,0.8,13,32,38,0.00,0.28,0.28,0.00,0.28,0.01,0.10,0.11,0.01,0.11,Matches,,,,,
Umit Akdag,2021-2022,17,Alanyaspor,tr TUR,1. Süper Lig,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th,0,Matches,,
Umit Akdag,2022-2023,18,Alanyaspor,tr TUR,1. Süper Lig,,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,15th,1,Matches,,
Umit Akdag,2024-2025,20,Alanyaspor,tr TUR,1. Süper Lig,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16th,0,Matches,,
Miha Zajc,2020-2021,26,Genoa,it ITA,Coppa Italia,2,2,107,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Miha Zajc,2021-2022,27,Fenerbahçe,,3. Conf Lg,1,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Miha Zajc,2022-2023,28,Fenerbahçe,,2. Europa Lg,3,1,122,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,1,8,8,0.74,0.00,0.74,0.74,0.74,0.26,0.08,0.34,0.26,0.34,Matches,,,,,
Miha Zajc,2023-2024,29,Fenerbahçe,,3. Conf Lg,6,4,339,3.8,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,5,24,12,0.53,0.00,0.53,0.53,0.53,0.12,0.04,0.16,0.12,0.16,Matches,,,,,
Miha Zajc,2024-2025,30,Toulouse,fr FRA,1. Ligue 1,8,1,138,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,12,3,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches,,,,,
Logan Costa,2021-2022,20,Toulouse,fr FRA,Coupe de France,4,4,390,4.3,1,0,1,1,0,0,0,0,,,,,,,,0.23,0.00,0.23,0.23,0.23,,,,,,Matches,,,,,
Logan Costa,2022-2023,21,Toulouse,fr FRA,Coupe de France,6,6,531,5.9,2,1,3,2,0,0,0,0,,,,,,,,0.34,0.17,0.51,0.34,0.51,,,,,,Matches,,,,,
Logan Costa,2023-2024,22,Toulouse,,2. Europa Lg,7,7,629,7.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,21,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches,,,,,
Logan Costa,2024-2025,23,Villarreal,es ESP,Copa del Rey,2,2,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Denis Genreau,2020-2021,21,Macarthur FC,au AUS,1. A-League,23,22,1886,21.0,2,2,4,2,0,0,6,0,,,,,,,,0.10,0.10,0.19,0.10,0.19,,,,,,Matches,,,,,
Denis Genreau,2021-2022,22,Toulouse,fr FRA,Coupe de France,3,2,207,2.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Denis Genreau,2022-2023,23,Toulouse,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Denis Genreau,2023-2024,24,Toulouse,,2. Europa Lg,4,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,4,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.81,0.84,0.03,0.84,Matches,,,,,
Denis Genreau,2024-2025,25,Toulouse,fr FRA,1. Ligue 1,3,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,6,1,0.00,0.00,0.00,0.00,0.00,0.24,1.06,1.30,0.24,1.30,Matches,,,,,
Jaydee Canvot,2024-2025,18,Toulouse,fr FRA,1. Ligue 1,,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10th,2,Matches,,
Naatan Skytta,2020-2021,18,Toulouse,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Naatan Skytta,2021-2022,19,Toulouse,fr FRA,Coupe de France,4,3,251,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Naatan Skytta,2022-2023,20,Toulouse,fr FRA,Coupe de France,2,1,119,1.3,1,0,1,1,0,0,0,0,,,,,,,,0.76,0.00,0.76,0.76,0.76,,,,,,Matches,,,,,
Naatan Skytta,2023-2024,21,Toulouse,fr FRA,Coupe de France,2,1,97,1.1,2,0,2,2,0,0,0,0,,,,,,,,1.86,0.00,1.86,1.86,1.86,,,,,,Matches,,,,,
Naatan Skytta,2024-2025,22,Toulouse,fr FRA,1. Ligue 1,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Brendan Chardonnet,2020-2021,25,Brest,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Brendan Chardonnet,2021-2022,26,Brest,fr FRA,Coupe de France,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Brendan Chardonnet,2022-2023,27,Brest,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Brendan Chardonnet,2023-2024,28,Brest,fr FRA,Coupe de France,3,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Brendan Chardonnet,2024-2025,29,Brest,,1. Champions Lg,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,,,,,
Ludovic Ajorque,2020-2021,26,Strasbourg,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ludovic Ajorque,2021-2022,27,Strasbourg,fr FRA,Coupe de France,2,1,110,1.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ludovic Ajorque,2022-2023,28,Mainz 05,de GER,1. Bundesliga,17,15,1211,13.5,6,1,7,6,0,0,5,0,4.6,4.6,1.7,6.4,5,31,85,0.45,0.07,0.52,0.45,0.52,0.34,0.13,0.47,0.34,0.47,Matches,,,,,
Ludovic Ajorque,2023-2024,29,Mainz 05,de GER,1. Bundesliga,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5,21,88,0.13,0.00,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,Matches,,,,,
Ludovic Ajorque,2024-2025,30,Brest,,1. Champions Lg,5,5,413,4.6,0,2,2,0,0,0,3,0,0.5,0.5,1.8,2.4,2,4,21,0.00,0.44,0.44,0.00,0.44,0.12,0.40,0.52,0.12,0.52,Matches,,,,,
Mahdi Camara,2020-2021,22,Saint-Étienne,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Mahdi Camara,2021-2022,23,Saint-Étienne,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Mahdi Camara,2022-2023,24,Brest,fr FRA,Coupe de France,2,0,94,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Mahdi Camara,2023-2024,25,Brest,fr FRA,Coupe de France,3,2,149,1.7,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.60,0.60,0.00,0.60,,,,,,Matches,,,,,
Mahdi Camara,2024-2025,26,Brest,,1. Champions Lg,6,6,464,5.2,1,0,1,1,0,0,2,0,1.0,1.0,0.3,1.2,5,10,14,0.19,0.00,0.19,0.19,0.19,0.19,0.05,0.24,0.19,0.24,Matches,,,,,
Kenny Lala,2020-2021,28,Olympiacos,,2. Europa Lg,4,3,255,2.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,5,15,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,
Kenny Lala,2021-2022,29,Olympiacos,,2. Europa Lg,7,6,523,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,20,17,20,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,
Kenny Lala,2022-2023,30,Brest,fr FRA,Coupe de France,2,2,156,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Kenny Lala,2023-2024,31,Brest,fr FRA,Coupe de France,3,3,270,3.0,1,0,1,0,1,1,0,0,,,,,,,,0.33,0.00,0.33,0.00,0.00,,,,,,Matches,,,,,
Kenny Lala,2024-2025,32,Brest,,1. Champions Lg,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.9,9,14,7,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17,Matches,,,,,
Hugo Magnetti,2020-2021,22,Brest,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Magnetti,2021-2022,23,Brest,fr FRA,Coupe de France,1,1,69,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Magnetti,2022-2023,24,Brest,fr FRA,Coupe de France,2,2,106,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Magnetti,2023-2024,25,Brest,fr FRA,Coupe de France,3,2,164,1.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Magnetti,2024-2025,26,Brest,,1. Champions Lg,6,5,452,5.0,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,3,16,3,0.20,0.00,0.20,0.20,0.20,0.06,0.03,0.10,0.06,0.10,Matches,,,,,
Julien Le Cardinal,2021-2022,23,Bastia,fr FRA,Coupe de France,4,4,325,3.6,1,0,1,1,0,0,0,0,,,,,,,,0.28,0.00,0.28,0.28,0.28,,,,,,Matches,,,,,
Julien Le Cardinal,2022-2023,24,Lens,fr FRA,Coupe de France,3,3,243,2.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.37,0.37,0.00,0.37,,,,,,Matches,,,,,
Julien Le Cardinal,2023-2024,25,Brest,fr FRA,Coupe de France,3,3,225,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Julien Le Cardinal,2024-2025,26,Brest,,1. Champions Lg,3,3,235,2.6,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,0,3,2,0.38,0.00,0.38,0.38,0.38,0.22,0.00,0.22,0.22,0.22,Matches,,,,,
Romain Del Castillo,2020-2021,24,Rennes,,1. Champions Lg,4,1,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,5,16,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,,,,,
Romain Del Castillo,2021-2022,25,Rennes,fr FRA,1. Ligue 1,3,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,5,3,0.00,0.00,0.00,0.00,0.00,0.69,0.27,0.96,0.69,0.96,Matches,,,,,
Romain Del Castillo,2022-2023,26,Brest,fr FRA,1. Ligue 1,27,16,1422,15.8,6,6,12,1,5,5,2,0,6.3,2.4,4.2,6.6,47,75,125,0.38,0.38,0.76,0.06,0.44,0.40,0.27,0.67,0.15,0.42,Matches,,,,,
Romain Del Castillo,2023-2024,27,Brest,fr FRA,Coupe de France,3,1,134,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Romain Del Castillo,2024-2025,28,Brest,,1. Champions Lg,5,3,266,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,11,16,11,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.22,0.03,0.22,Matches,,,,,
Mathias Pereira Lage,2020-2021,23,Angers,fr FRA,Coupe de France,2,2,137,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Mathias Pereira Lage,2021-2022,24,Angers,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Mathias Pereira Lage,2022-2023,25,Brest,fr FRA,1. Ligue 1,24,16,1264,14.0,2,1,3,2,0,0,2,0,1.4,1.4,1.6,3.0,20,30,98,0.14,0.07,0.21,0.14,0.21,0.10,0.11,0.21,0.10,0.21,Matches,,,,,
Mathias Pereira Lage,2023-2024,26,Brest,fr FRA,Coupe de France,3,1,128,1.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.70,0.70,0.00,0.70,,,,,,Matches,,,,,
Mathias Pereira Lage,2024-2025,27,Brest,,1. Champions Lg,5,0,96,1.1,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,3,2,3,0.94,0.00,0.94,0.94,0.94,0.68,0.54,1.22,0.68,1.22,Matches,,,,,
Romain Faivre,2020-2021,22,Brest,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Romain Faivre,2021-2022,23,Brest,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,0,1,1,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00,,,,,,Matches,,,,,
Romain Faivre,2022-2023,24,Lorient,fr FRA,Coupe de France,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Romain Faivre,2023-2024,25,Bournemouth,eng ENG,FA Cup,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Romain Faivre,2024-2025,26,Brest,,1. Champions Lg,4,1,107,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches,,,,,
Jonas Martin,2020-2021,30,Rennes,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Jonas Martin,2021-2022,31,Rennes,,3. Conf Lg,4,2,144,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,
Jonas Martin,2022-2023,32,Lille,fr FRA,Coupe de France,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonas Martin,2023-2024,33,Brest,fr FRA,Coupe de France,3,3,226,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonas Martin,2024-2025,34,Brest,,1. Champions Lg,4,0,72,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,1,5,3,0.00,0.00,0.00,0.00,0.00,1.05,0.00,1.05,1.05,1.05,Matches,,,,,
Abdallah Sima,2020-2021,19,Slavia Prague,,2. Europa Lg,11,9,797,8.9,4,0,4,4,0,0,1,0,2.5,2.5,0.4,2.9,18,19,48,0.45,0.00,0.45,0.45,0.45,0.28,0.05,0.33,0.28,0.33,Matches,,,,,
Abdallah Sima,2021-2022,20,Stoke City,eng ENG,2. Championship,2,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Abdallah Sima,2022-2023,21,Angers,fr FRA,Coupe de France,3,2,213,2.4,1,0,1,1,0,0,0,0,,,,,,,,0.42,0.00,0.42,0.42,0.42,,,,,,Matches,,,,,
Abdallah Sima,2023-2024,22,Rangers,,2. Europa Lg,6,6,520,5.8,3,0,3,3,0,0,2,0,2.0,2.0,0.4,2.4,13,20,57,0.52,0.00,0.52,0.52,0.52,0.35,0.08,0.42,0.35,0.42,Matches,,,,,
Abdallah Sima,2024-2025,23,Brest,,1. Champions Lg,5,4,303,3.4,3,0,3,3,0,0,1,0,1.6,1.6,0.4,2.0,9,5,22,0.89,0.00,0.89,0.89,0.89,0.46,0.13,0.59,0.46,0.59,Matches,,,,,
Pierre Lees Melou,2020-2021,27,Nice,fr FRA,Coupe de France,2,2,180,2.0,1,0,1,1,0,0,0,0,,,,,,,,0.50,0.00,0.50,0.50,0.50,,,,,,Matches,,,,,
Pierre Lees Melou,2021-2022,28,Norwich City,eng ENG,EFL Cup,1,1,76,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Pierre Lees Melou,2022-2023,29,Brest,fr FRA,Coupe de France,2,2,144,1.6,1,0,1,1,0,0,1,0,,,,,,,,0.62,0.00,0.62,0.62,0.62,,,,,,Matches,,,,,
Pierre Lees Melou,2023-2024,30,Brest,fr FRA,Coupe de France,2,1,112,1.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Pierre Lees Melou,2024-2025,31,Brest,,1. Champions Lg,2,2,180,2.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,3,7,2,0.50,0.00,0.50,0.50,0.50,0.07,0.02,0.10,0.07,0.10,Matches,,,,,
