Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches
Anass Zaroury,2021-2022,20,Charleroi,be BEL,1. First Division A,33,18,1695,18.8,5,3,8,5,0,0,0,0,4.7,4.5,2.7,7.2,64,90,169,0.27,0.16,0.42,0.27,0.42,0.25,0.14,0.39,0.24,0.38,Matches,,,,,
Anass Zaroury,2022-2023,21,Burnley,eng ENG,2. Championship,34,27,2345,26.1,7,6,13,7,0,0,1,0,4.0,4.0,6.0,10.0,143,65,282,0.27,0.23,0.50,0.27,0.50,0.15,0.23,0.38,0.15,0.38,Matches,,,,,
Anass Zaroury,2023-2024,22,Hull City,eng ENG,2. Championship,12,9,696,7.7,2,0,2,2,0,0,0,0,0.9,0.9,0.4,1.3,35,25,50,0.26,0.00,0.26,0.26,0.26,0.11,0.06,0.17,0.11,0.17,Matches,,,,,
Anass Zaroury,2024-2025,23,Burnley,eng ENG,2. Championship,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Angelo Fulgini,2020-2021,23,Angers,fr FRA,Coupe de France,3,3,227,2.5,3,1,4,2,1,1,0,0,,,,,,,,1.19,0.40,1.59,0.79,1.19,,,,,,Matches,,,,,
Angelo Fulgini,2021-2022,24,Angers,fr FRA,1. Ligue 1,36,35,2929,32.5,5,4,9,5,0,0,6,0,5.8,5.8,4.0,9.7,75,147,189,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.30,0.18,0.30,Matches,,,,,
Angelo Fulgini,2022-2023,25,Mainz 05,de GER,1. Bundesliga,16,5,525,5.8,0,1,1,0,0,0,1,0,0.6,0.6,0.8,1.4,3,29,43,0.00,0.17,0.17,0.00,0.17,0.10,0.13,0.23,0.10,0.23,Matches,,,,,
Angelo Fulgini,2023-2024,26,Lens,,1. Champions Lg,6,3,290,3.2,2,0,2,2,0,0,2,0,1.4,1.4,0.7,2.1,8,9,20,0.62,0.00,0.62,0.62,0.62,0.44,0.21,0.65,0.44,0.65,Matches,,,,,
Angelo Fulgini,2024-2025,27,Lens,fr FRA,1. Ligue 1,11,6,516,5.7,1,1,2,1,0,0,0,0,1.5,1.5,1.8,3.2,15,36,51,0.17,0.17,0.35,0.17,0.35,0.25,0.31,0.56,0.25,0.56,Matches,,,,,
Remy Labeau Lascary,2022-2023,19,Lens,fr FRA,Coupe de France,2,1,139,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Remy Labeau Lascary,2023-2024,20,Stade Laval,fr FRA,Coupe de France,4,0,101,1.1,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.89,0.89,0.00,0.89,,,,,,Matches,,,,,
Remy Labeau Lascary,2024-2025,21,Lens,fr FRA,1. Ligue 1,13,5,557,6.2,2,0,2,2,0,0,5,0,2.4,2.4,0.8,3.2,15,6,61,0.32,0.00,0.32,0.32,0.32,0.39,0.12,0.51,0.39,0.51,Matches,,,,,
David Costa,2020-2021,19,Lens,fr FRA,Coupe de France,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
David Costa,2021-2022,20,Lens,fr FRA,Coupe de France,3,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
David Costa,2022-2023,21,Lens,fr FRA,Coupe de France,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
David Costa,2023-2024,22,Lens,,1. Champions Lg,3,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,
David Costa,2024-2025,23,Lens,fr FRA,1. Ligue 1,8,3,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,13.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.41,0.29,0.41,Matches,,,,,
Ruben Aguilar,2020-2021,27,Monaco,fr FRA,Coupe de France,5,4,335,3.7,1,0,1,1,0,0,0,0,,,,,,,,0.27,0.00,0.27,0.27,0.27,,,,,,Matches,,,,,
Ruben Aguilar,2021-2022,28,Monaco,fr FRA,Coupe de France,3,3,262,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ruben Aguilar,2022-2023,29,Monaco,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ruben Aguilar,2023-2024,30,Lens,,1. Champions Lg,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Ruben Aguilar,2024-2025,31,Lens,fr FRA,1. Ligue 1,5,3,270,3.0,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,2,14,28,0.00,0.33,0.33,0.00,0.33,0.05,0.23,0.28,0.05,0.28,Matches,,,,,
Malang Sarr,2020-2021,21,Porto,,1. Champions Lg,6,4,420,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Malang Sarr,2021-2022,22,Chelsea,,1. Champions Lg,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Malang Sarr,2022-2023,23,Monaco,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Malang Sarr,2024-2025,25,Lens,fr FRA,1. Ligue 1,4,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Hamzat Ojediran,2022-2023,18,Debrecen,hu HUN,1. NB I,,3,319,3.5,0,,,0,0,0,1,0,,,,,,,,0.00,,,0.00,,,,,,,,3rd,,Matches,7,
Hamzat Ojediran,2023-2024,19,Debrecen,hu HUN,1. NB I,,19,1644,18.3,3,3,6,3,0,0,3,0,,,,,,,,0.16,0.16,0.33,0.16,0.33,,,,,,,5th,,Matches,24,
Hamzat Ojediran,2024-2025,20,Debrecen,hu HUN,1. NB I,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,11th,,Matches,1,
Massadio Haidara,2020-2021,27,Lens,fr FRA,Coupe de France,,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,1,
Massadio Haidara,2021-2022,28,Lens,fr FRA,Coupe de France,,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,1,
Massadio Haidara,2022-2023,29,Lens,fr FRA,Coupe de France,,2,198,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,3,
Massadio Haidara,2023-2024,30,Lens,,1. Champions Lg,,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,4,
Massadio Haidara,2024-2025,31,Brest,,1. Champions Lg,,5,457,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,20,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,6,
Herve Koffi,2020-2021,23,Excel Mouscron,be BEL,1. First Division A,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,
Herve Koffi,2021-2022,24,Charleroi,be BEL,1. First Division A,26,26,2272,25.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Herve Koffi,2022-2023,25,Charleroi,be BEL,1. Pro League A,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Herve Koffi,2023-2024,26,Charleroi,be BEL,1. Pro League A,26,26,2339,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Herve Koffi,2024-2025,27,Lens,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Denis Petric,2020-2021,32,Nantes,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Denis Petric,2021-2022,33,Nantes,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Denis Petric,2022-2023,34,Nantes,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Denis Petric,2023-2024,35,Nantes,fr FRA,1. Ligue 1,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Denis Petric,2024-2025,36,Lens,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Donovan Leon,2020-2021,27,Auxerre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Donovan Leon,2021-2022,28,Auxerre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Donovan Leon,2022-2023,29,Auxerre,fr FRA,Coupe de France,3,3,300,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Donovan Leon,2023-2024,30,Auxerre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Donovan Leon,2024-2025,31,Auxerre,fr FRA,1. Ligue 1,14,14,1260,14.0,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.14,0.14,0.00,0.14,0.00,0.03,0.03,0.00,0.03,Matches,,,,,
Elisha Owusu,2020-2021,22,Gent,,2. Europa Lg,4,4,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Elisha Owusu,2021-2022,23,Gent,,3. Conf Lg,7,7,592,6.6,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,7,30,6,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12,Matches,,,,,
Elisha Owusu,2022-2023,24,Gent,,3. Conf Lg,4,1,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,11,6,0.00,0.00,0.00,0.00,0.00,0.01,0.20,0.20,0.01,0.20,Matches,,,,,
Elisha Owusu,2023-2024,25,Auxerre,fr FRA,Coupe de France,1,0,56,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Elisha Owusu,2024-2025,26,Auxerre,fr FRA,1. Ligue 1,13,13,1130,12.6,1,1,2,1,0,0,4,0,0.3,0.3,0.6,0.9,4,41,15,0.08,0.08,0.16,0.08,0.16,0.02,0.05,0.07,0.02,0.07,Matches,,,,,
Jubal,2020-2021,26,Auxerre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Jubal,2021-2022,27,Auxerre,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jubal,2022-2023,28,Auxerre,fr FRA,Coupe de France,3,3,300,3.3,1,0,1,1,0,0,0,0,,,,,,,,0.30,0.00,0.30,0.30,0.30,,,,,,Matches,,,,,
Jubal,2023-2024,29,Auxerre,fr FRA,Coupe de France,2,2,240,2.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jubal,2024-2025,30,Auxerre,fr FRA,1. Ligue 1,12,12,1027,11.4,1,0,1,0,1,2,3,0,2.0,0.4,0.4,0.9,0,16,1,0.09,0.00,0.09,0.00,0.00,0.18,0.04,0.21,0.04,0.07,Matches,,,,,
Hamed Junior Traore,2020-2021,20,Sassuolo,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Hamed Junior Traore,2021-2022,21,Sassuolo,it ITA,Coppa Italia,1,1,58,0.6,1,0,1,1,0,0,1,0,,,,,,,,1.55,0.00,1.55,1.55,1.55,,,,,,Matches,,,,,
Hamed Junior Traore,2022-2023,22,Bournemouth,eng ENG,1. Premier League,7,5,427,4.7,0,0,0,0,0,0,0,0,0.9,0.9,1.1,2.1,19,26,21,0.00,0.00,0.00,0.00,0.00,0.19,0.24,0.43,0.19,0.43,Matches,,,,,
Hamed Junior Traore,2023-2024,23,Napoli,,1. Champions Lg,2,1,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches,,,,,
Hamed Junior Traore,2024-2025,24,Auxerre,fr FRA,1. Ligue 1,12,12,995,11.1,6,1,7,6,0,0,3,0,3.7,3.7,1.3,5.0,32,46,68,0.54,0.09,0.63,0.54,0.63,0.33,0.12,0.45,0.33,0.45,Matches,,,,,
Ki Jana Hoever,2020-2021,18,Wolves,eng ENG,FA Cup,3,2,186,2.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ki Jana Hoever,2021-2022,19,Wolves,eng ENG,EFL Cup,2,2,210,2.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.43,0.43,0.00,0.43,,,,,,Matches,,,,,
Ki Jana Hoever,2022-2023,20,Stoke City,eng ENG,2. Championship,15,11,1041,11.6,4,1,5,4,0,0,0,0,1.9,1.9,1.9,3.8,15,40,63,0.35,0.09,0.43,0.35,0.43,0.16,0.16,0.33,0.16,0.33,Matches,,,,,
Ki Jana Hoever,2023-2024,21,Stoke City,eng ENG,2. Championship,40,35,3072,34.1,4,5,9,4,0,0,4,0,2.5,2.5,3.7,6.2,51,190,125,0.12,0.15,0.26,0.12,0.26,0.07,0.11,0.18,0.07,0.18,Matches,,,,,
Ki Jana Hoever,2024-2025,22,Auxerre,fr FRA,1. Ligue 1,12,12,921,10.2,0,1,1,0,0,0,2,1,0.1,0.1,1.0,1.1,21,34,51,0.00,0.10,0.10,0.00,0.10,0.01,0.10,0.11,0.01,0.11,Matches,,,,,
Clement Akpa,2023-2024,21,Auxerre,fr FRA,Coupe de France,,3,330,3.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,3,
Clement Akpa,2024-2025,22,Auxerre,fr FRA,1. Ligue 1,,11,993,11.0,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,18.0,37.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,,,,13,
Lassine Sinayoko,2020-2021,20,Auxerre,fr FRA,2. Ligue 2,2,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,Matches,,,,,
Lassine Sinayoko,2021-2022,21,Auxerre,fr FRA,Coupe de France,2,2,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.73,0.0,0.73,0.73,0.73,,,,,,Matches,,,,,
Lassine Sinayoko,2022-2023,22,Auxerre,fr FRA,Coupe de France,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Lassine Sinayoko,2023-2024,23,Auxerre,fr FRA,Coupe de France,1,0,27.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,3.33,0.0,3.33,3.33,3.33,,,,,,Matches,,,,,
Lassine Sinayoko,2024-2025,24,Auxerre,fr FRA,1. Ligue 1,14,11,953.0,10.6,2.0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,2.4,1.7,2.9,4.5,27.0,30.0,86.0,0.19,0.28,0.47,0.09,0.38,0.23,0.27,0.5,0.16,0.43,Matches,,,,,
Gaetan Perrin,2020-2021,24,Orléans,fr FRA,Coupe de France,,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,1,
Gaetan Perrin,2021-2022,25,Auxerre,fr FRA,Coupe de France,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,1,
Gaetan Perrin,2022-2023,26,Auxerre,fr FRA,Coupe de France,,1,132,1.5,2,1,3,2,0,0,0,0,,,,,,,,1.36,0.68,2.05,1.36,2.05,,,,,,Matches,,,,2,
Gaetan Perrin,2023-2024,27,Auxerre,fr FRA,Coupe de France,,2,253,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,3,
Gaetan Perrin,2024-2025,28,Auxerre,fr FRA,1. Ligue 1,,11,924,10.3,4,4,8,4,0,0,1,0,2.6,2.6,3.7,6.3,23,40,44,0.39,0.39,0.78,0.39,0.78,0.25,0.36,0.62,0.25,0.62,Matches,,,,14,
Gabriel Osho,2020-2021,21,Luton Town,eng ENG,FA Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Gabriel Osho,2021-2022,22,Luton Town,eng ENG,2. Championship,23,16,1405,15.6,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,4,33,7,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches,,,,,
Gabriel Osho,2022-2023,23,Luton Town,eng ENG,2. Championship,27,22,1973,21.9,2,0,2,2,0,0,5,2,2.3,2.3,1.8,4.0,16,75,10,0.09,0.00,0.09,0.09,0.09,0.10,0.08,0.18,0.10,0.18,Matches,,,,,
Gabriel Osho,2023-2024,24,Luton Town,eng ENG,FA Cup,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Gabriel Osho,2024-2025,25,Auxerre,fr FRA,1. Ligue 1,11,11,913,10.1,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,8,25,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,
Kevin Danois,2021-2022,17,Auxerre,fr FRA,2. Ligue 2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Kevin Danois,2022-2023,18,Auxerre,fr FRA,Coupe de France,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Kevin Danois,2023-2024,19,Auxerre,fr FRA,Coupe de France,2,1,110.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.82,0.0,0.82,0.82,0.82,,,,,,Matches,,,,,
Kevin Danois,2024-2025,20,Auxerre,fr FRA,1. Ligue 1,13,9,796.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,12.0,60.0,26.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches,,,,,
Gideon Mensah,2020-2021,22,Vitória,pt POR,1. Primeira Liga,22,22,1824,20.3,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,45,85,80,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,,,,,
Gideon Mensah,2021-2022,23,Bordeaux,fr FRA,1. Ligue 1,23,13,1208,13.4,0,2,2,0,0,0,1,1,0.1,0.1,1.8,2.0,40,62,79,0.00,0.15,0.15,0.00,0.15,0.01,0.14,0.15,0.01,0.15,Matches,,,,,
Gideon Mensah,2022-2023,24,Auxerre,fr FRA,Coupe de France,1,0,42,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Gideon Mensah,2023-2024,25,Auxerre,fr FRA,Coupe de France,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Gideon Mensah,2024-2025,26,Auxerre,fr FRA,1. Ligue 1,9,8,745,8.3,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,19,37,32,0.00,0.12,0.12,0.00,0.12,0.00,0.10,0.10,0.00,0.10,Matches,,,,,
Sinaly Diomande,2020-2021,19,Lyon,fr FRA,Coupe de France,4,4,326,3.6,0,0,0,0,0,0,2,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Sinaly Diomande,2021-2022,20,Lyon,,2. Europa Lg,4,2,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Sinaly Diomande,2022-2023,21,Lyon,fr FRA,Coupe de France,5,5,414,4.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Sinaly Diomande,2023-2024,22,Lyon,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Sinaly Diomande,2024-2025,23,Auxerre,fr FRA,1. Ligue 1,9,8,700,7.8,2,2,4,2,0,0,3,0,1.0,1.0,0.5,1.5,1,29,4,0.26,0.26,0.51,0.26,0.51,0.13,0.07,0.19,0.13,0.19,Matches,,,,,
Rayan Raveloson,2020-2021,23,Troyes,fr FRA,2. Ligue 2,35,34,2907,32.3,2,2,4,2,0,0,6,0,3.8,3.8,2.5,6.3,82,189,139,0.06,0.06,0.12,0.06,0.12,0.12,0.08,0.20,0.12,0.20,Matches,,,,,
Rayan Raveloson,2022-2023,25,Auxerre,fr FRA,Coupe de France,3,3,258,2.9,2,0,2,2,0,0,0,0,,,,,,,,0.70,0.00,0.70,0.70,0.70,,,,,,Matches,,,,,
Rayan Raveloson,2023-2024,26,Auxerre,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Rayan Raveloson,2024-2025,27,Auxerre,fr FRA,1. Ligue 1,12,7,714,7.9,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.13,0.00,0.13,0.13,0.13,0.10,0.02,0.12,0.10,0.12,Matches,,,,,
Paul Joly,2021-2022,21,Auxerre,fr FRA,Coupe de France,3,3,258,2.9,1,4,5,1,0,0,0,0,,,,,,,,0.35,1.40,1.74,0.35,1.74,,,,,,Matches,,,,,
Paul Joly,2022-2023,22,Auxerre,fr FRA,1. Ligue 1,10,10,867,9.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,19,41,48,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,,,,,
Paul Joly,2023-2024,23,Auxerre,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Paul Joly,2024-2025,24,Auxerre,fr FRA,1. Ligue 1,9,4,448,5.0,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,15,29,36,0.00,0.20,0.20,0.00,0.20,0.01,0.18,0.20,0.01,0.20,Matches,,,,,
Ado Onaiwu,2021-2022,25,Toulouse,fr FRA,Coupe de France,5,3,334,3.7,2,2,4,2,0,0,1,0,,,,,,,,0.54,0.54,1.08,0.54,1.08,,,,,,Matches,,,,,
Ado Onaiwu,2022-2023,26,Toulouse,fr FRA,Coupe de France,3,0,57,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ado Onaiwu,2023-2024,27,Auxerre,fr FRA,Coupe de France,3,3,317,3.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ado Onaiwu,2024-2025,28,Auxerre,fr FRA,1. Ligue 1,13,4,432,4.8,2,0,2,2,0,0,0,1,2.7,2.7,0.4,3.2,5,13,49,0.42,0.00,0.42,0.42,0.42,0.57,0.09,0.66,0.57,0.66,Matches,,,,,
Theo Bair,2021-2022,21,St Johnstone,sct SCO,1. Premiership,,0,111,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,11th,7,Matches,,
Theo Bair,2022-2023,22,St Johnstone,sct SCO,1. Premiership,,6,609,6.8,1,1,2,1,0,0,1,0,,,,,,,,0.15,0.15,0.30,0.15,0.30,,,,,,,9th,27,Matches,,
Theo Bair,2023-2024,23,Motherwell,sct SCO,1. Premiership,,31,2646,29.4,15,6,21,12,3,5,1,0,,,,,,,,0.51,0.20,0.71,0.41,0.61,,,,,,,9th,38,Matches,,
