Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches
Daniele Rugani,2018-2019,24,Juventus,,1. Champions Lg,4,3,272,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Daniele Rugani,2019-2020,25,Juventus,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Daniele Rugani,2020-2021,26,Rennes,,1. Champions Lg,1,1,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Daniele Rugani,2021-2022,27,Juventus,,1. Champions Lg,4,2,179,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,
Daniele Rugani,2022-2023,28,Juventus,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,,,,,
Daniele Rugani,2023-2024,29,Juventus,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,
Daniele Rugani,2024-2025,30,Ajax,nl NED,1. Eredivisie,6,3,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,29,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Dies Janse,2023-2024,17,Jong Ajax,nl NED,2. Eerste Divisie,,4,524,5.8,1,0,1,1,0,0,2,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,,,15th,12,Matches,
Dies Janse,2024-2025,18,Jong Ajax,nl NED,2. Eerste Divisie,,14,1259,14.0,0,0,0,0,0,0,4,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,14,Matches,
Aaron Bouwman,2023-2024,15,Jong Ajax,nl NED,2. Eerste Divisie,,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,15th,1,,Matches
Aaron Bouwman,2024-2025,16,Jong Ajax,nl NED,2. Eerste Divisie,,7,624,6.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,10,,Matches
Jan Faberski,2024-2025,18,Ajax,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,,Matches
Jorthy Mokio,2023-2024,15,Gent,be BEL,1. Pro League A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Jorthy Mokio,2024-2025,16,Jong Ajax,nl NED,2. Eerste Divisie,16,13,1006,11.2,2,0,2,2,0,0,4,0,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,Matches,,,,,
Paul Reverson,2022-2023,17,Jong Ajax,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13th,0,,Matches
Paul Reverson,2024-2025,19,Ajax,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,,Matches
Precious Ugwu,2023-2024,17,Jong Ajax,nl NED,2. Eerste Divisie,,1,139,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,15th,4,,Matches
Precious Ugwu,2024-2025,18,Jong Ajax,nl NED,2. Eerste Divisie,,8,963,10.7,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.19,0.19,0.00,0.19,,,,,,,,16th,16,,Matches
Nick Verschuren,2023-2024,18,Jong Ajax,nl NED,2. Eerste Divisie,,9,994,11.0,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,15th,16,,Matches
Nick Verschuren,2024-2025,19,Jong Ajax,nl NED,2. Eerste Divisie,,14,1314,14.6,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,16,,Matches
Vasilios Barkas,2014-2015,20,Atromitos,gr GRE,1. Super League,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Vasilios Barkas,2015-2016,21,Atromitos,gr GRE,1. Super League,12,12,1080,12.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Vasilios Barkas,2016-2017,22,AEK Athens,gr GRE,1. Super League,20,20,1800,20.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Vasilios Barkas,2017-2018,23,AEK Athens,,2. Europa Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Vasilios Barkas,2018-2019,24,AEK Athens,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Vasilios Barkas,2019-2020,25,AEK Athens,gr GRE,1. Super League,28,28,2512,27.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Vasilios Barkas,2020-2021,26,Celtic,,2. Europa Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Vasilios Barkas,2021-2022,27,Celtic,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Vasilios Barkas,2022-2023,28,Utrecht,nl NED,1. Eredivisie,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Vasilios Barkas,2023-2024,29,Utrecht,nl NED,1. Eredivisie,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,
Vasilios Barkas,2024-2025,30,Utrecht,nl NED,1. Eredivisie,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Siebe Horemans,2016-2017,18,OH Leuven,be BEL,2. First Division B,,1,114,1.3,1,0,1,1,0,0,0,0,,,,,,,,0.79,0.00,0.79,0.79,0.79,,,,,,,,6th,2,Matches,
Siebe Horemans,2017-2018,19,Gent,be BEL,1. First Division A,,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,4th,1,Matches,
Siebe Horemans,2018-2019,20,Excelsior,nl NED,1. Eredivisie,,9,782,8.7,0,1,1,0,0,0,0,0,0.0,0.0,1.4,1.4,33,26,26,0.00,0.12,0.12,0.00,0.12,0.00,0.16,0.16,0.00,0.16,,,16th,9,Matches,
Siebe Horemans,2019-2020,21,Excelsior,nl NED,2. Eerste Divisie,,18,1687,18.7,0,4,4,0,0,0,2,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,,,7th,25,Matches,
Siebe Horemans,2020-2021,22,Excelsior,nl NED,2. Eerste Divisie,,38,3373,37.5,2,4,6,2,0,0,3,0,,,,,,,,0.05,0.11,0.16,0.05,0.16,,,,,,,,9th,38,Matches,
Siebe Horemans,2021-2022,23,Excelsior,nl NED,2. Eerste Divisie,,36,3086,34.3,1,5,6,1,0,0,5,0,,,,,,,,0.03,0.15,0.17,0.03,0.17,,,,,,,,6th,36,Matches,
Siebe Horemans,2022-2023,24,Excelsior,nl NED,1. Eredivisie,,33,2918,32.4,3,1,4,3,0,0,4,0,2.4,2.4,2.2,4.5,45,130,109,0.09,0.03,0.12,0.09,0.12,0.07,0.07,0.14,0.07,0.14,,,15th,34,Matches,
Siebe Horemans,2023-2024,25,Excelsior,nl NED,1. Eredivisie,,34,3025,33.6,3,4,7,3,0,0,5,1,2.0,2.0,4.0,6.0,46,100,91,0.09,0.12,0.21,0.09,0.21,0.06,0.12,0.18,0.06,0.18,,,16th,34,Matches,
Siebe Horemans,2024-2025,26,Utrecht,nl NED,1. Eredivisie,,13,1183,13.1,1,1,2,1,0,0,0,0,0.4,0.4,0.9,1.3,9,54,40,0.08,0.08,0.15,0.08,0.15,0.03,0.07,0.10,0.03,0.10,,,3rd,15,Matches,
Victor Jensen,2017-2018,17,Jong Ajax,nl NED,2. Eerste Divisie,,0,85,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.06,0.00,1.06,1.06,1.06,,,,,,,,1st,3,Matches,
Victor Jensen,2018-2019,18,Jong Ajax,nl NED,2. Eerste Divisie,,15,1381,15.3,1,3,4,1,0,0,1,0,,,,,,,,0.07,0.20,0.26,0.07,0.26,,,,,,,,11th,20,Matches,
Victor Jensen,2019-2020,19,Jong Ajax,nl NED,2. Eerste Divisie,,8,711,7.9,5,0,5,5,0,1,1,0,,,,,,,,0.63,0.00,0.63,0.63,0.63,,,,,,,,4th,12,Matches,
Victor Jensen,2020-2021,20,Nordsjælland,dk DEN,1. Danish Superliga,,12,1093,12.1,3,3,6,3,0,0,0,0,,,,,,,,0.25,0.25,0.49,0.25,0.49,,,,,,,,5th,18,Matches,
Victor Jensen,2021-2022,21,Jong Ajax,nl NED,2. Eerste Divisie,,10,945,10.5,3,1,4,3,0,0,1,0,,,,,,,,0.29,0.10,0.38,0.29,0.38,,,,,,,,7th,11,Matches,
Victor Jensen,2022-2023,22,Ajax,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,Matches,
Victor Jensen,2023-2024,23,Utrecht,nl NED,1. Eredivisie,,16,1475,16.4,7,3,10,7,0,0,2,0,6.1,6.1,1.5,7.5,29,42,91,0.43,0.18,0.61,0.43,0.61,0.37,0.09,0.46,0.37,0.46,,,7th,28,Matches,
Victor Jensen,2024-2025,24,Utrecht,nl NED,1. Eredivisie,,8,777,8.6,2,0,2,2,0,0,1,0,2.1,2.1,1.5,3.6,10,36,35,0.23,0.00,0.23,0.23,0.23,0.24,0.18,0.41,0.24,0.41,,,3rd,17,Matches,
Ole Romeny,2017-2018,17,NEC Nijmegen,nl NED,2. Eerste Divisie,,1,132,1.5,0,2,2,0,0,0,0,0,,,,,,,,0.00,1.36,1.36,0.00,1.36,,,,,,,,3rd,4,Matches,
Ole Romeny,2018-2019,18,NEC Nijmegen,nl NED,2. Eerste Divisie,,7,787,8.7,1,2,3,1,0,0,1,0,,,,,,,,0.11,0.23,0.34,0.11,0.34,,,,,,,,9th,23,Matches,
Ole Romeny,2019-2020,19,NEC Nijmegen,nl NED,2. Eerste Divisie,,20,1692,18.8,8,1,9,7,1,1,0,0,,,,,,,,0.43,0.05,0.48,0.37,0.43,,,,,,,,8th,27,Matches,
Ole Romeny,2020-2021,20,Willem II,nl NED,1. Eredivisie,,2,360,4.0,0,0,0,0,0,0,0,0,1.7,1.7,0.0,1.7,9,7,26,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,,,14th,11,Matches,
Ole Romeny,2021-2022,21,NEC Nijmegen,nl NED,1. Eredivisie,,0,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,3,13,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,,,11th,10,Matches,
Ole Romeny,2022-2023,22,Emmen,nl NED,1. Eredivisie,,29,2497,27.7,11,1,12,11,0,0,2,0,8.3,8.3,1.9,10.1,63,47,165,0.40,0.04,0.43,0.40,0.43,0.30,0.07,0.37,0.30,0.37,,,16th,33,Matches,
Ole Romeny,2023-2024,23,Utrecht,nl NED,1. Eredivisie,,4,518,5.8,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,17,14,46,0.17,0.00,0.17,0.17,0.17,0.26,0.04,0.29,0.26,0.29,,,7th,15,Matches,
Ole Romeny,2024-2025,24,Utrecht,nl NED,1. Eredivisie,,8,726,8.1,2,0,2,2,0,0,2,0,1.8,1.8,0.3,2.1,28,21,77,0.25,0.00,0.25,0.25,0.25,0.23,0.04,0.27,0.23,0.27,,,3rd,13,Matches,
Miguel Rodriguez,2020-2021,17,Celta Vigo,es ESP,1. La Liga,4,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Miguel Rodriguez,2022-2023,19,Celta Vigo,es ESP,Copa del Rey,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Miguel Rodriguez,2023-2024,20,Celta Vigo,es ESP,Copa del Rey,5,5,352,3.9,1,2,3,1,0,0,1,0,,,,,,,,0.26,0.51,0.77,0.26,0.77,,,,,,Matches,,,,,
Miguel Rodriguez,2024-2025,21,Jong Utrecht,nl NED,2. Eerste Divisie,2,2,165,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Alonzo Engwanda,2022-2023,19,RSC Anderlecht U23,be BEL,2. Pro League B,,22,1964,21.8,0,0,0,0,0,0,7,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,27,Matches,
Alonzo Engwanda,2023-2024,20,RSC Anderlecht U23,be BEL,2. Pro League B,,17,1563,17.4,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,,,12th,20,Matches,
Alonzo Engwanda,2024-2025,21,Utrecht,nl NED,1. Eredivisie,,6,499,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,16,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,3rd,6,Matches,
Can Bozdogan,2016-2017,15,Köln U17,de GER,Jr. U17 Bundesliga,2,0,38,0.4,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Matches,,,,,
Can Bozdogan,2017-2018,16,Köln U17,de GER,Jr. U17 Bundesliga,21,21,1746,19.4,7,,,7,0,0,2,0,,,,,,,,0.36,,,0.36,,,,,,,Matches,,,,,
Can Bozdogan,2018-2019,17,Köln U19,de GER,Jr. U19 Bundesliga,24,21,1736,19.3,1,,,1,0,0,6,0,,,,,,,,0.05,,,0.05,,,,,,,Matches,,,,,
Can Bozdogan,2019-2020,18,Schalke 04,de GER,1. Bundesliga,3,3,235,2.6,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,5,12,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,
Can Bozdogan,2020-2021,19,Schalke 04,de GER,1. Bundesliga,14,5,651,7.2,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.2,9,16,18,0.00,0.28,0.28,0.00,0.28,0.07,0.09,0.17,0.07,0.17,Matches,,,,,
Can Bozdogan,2021-2022,20,Schalke 04,de GER,2. 2. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Can Bozdogan,2022-2023,21,Utrecht,nl NED,1. Eredivisie,24,15,1560,17.3,1,5,6,1,0,0,3,0,2.2,2.2,3.5,5.7,30,58,40,0.06,0.29,0.35,0.06,0.35,0.13,0.20,0.33,0.13,0.33,Matches,,,,,
Can Bozdogan,2023-2024,22,Utrecht,nl NED,1. Eredivisie,31,21,1963,21.8,3,1,4,3,0,0,4,0,1.6,1.6,1.7,3.3,30,86,60,0.14,0.05,0.18,0.14,0.18,0.07,0.08,0.15,0.07,0.15,Matches,,,,,
Can Bozdogan,2024-2025,23,Utrecht,nl NED,1. Eredivisie,9,4,402,4.5,1,1,2,1,0,0,2,0,0.6,0.6,0.1,0.6,5,17,11,0.22,0.22,0.45,0.22,0.45,0.13,0.01,0.15,0.13,0.15,Matches,,,,,
Noah Ohio,2019-2020,16,RB Leipzig U17,de GER,Jr. U17 Bundesliga,,7,667,7.4,10,,,8,2,2,0,0,,,,,,,,1.35,,,1.08,,,,,,,,,5th,13,Matches,
Noah Ohio,2020-2021,17,Vitesse,nl NED,1. Eredivisie,,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,,,4th,4,Matches,
Noah Ohio,2021-2022,18,Austria Wien,at AUT,1. Bundesliga,,10,1045,11.6,5,1,6,5,0,0,1,0,,,,,,,,0.43,0.09,0.52,0.43,0.52,,,,,,,,3rd,30,Matches,
Noah Ohio,2022-2023,19,Royal Standard de Liège U23,be BEL,2. Pro League B,,4,243,2.7,2,1,3,2,0,0,1,0,,,,,,,,0.74,0.37,1.11,0.74,1.11,,,,,,,,10th,4,Matches,
Noah Ohio,2023-2024,20,Standard Liège,be BEL,1. Pro League A,,2,317,3.5,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.2,2,5,23,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.35,0.30,0.35,,,12th,14,Matches,
Noah Ohio,2024-2025,21,Utrecht,nl NED,1. Eredivisie,,3,507,5.6,4,0,4,3,1,1,3,0,4.3,3.5,0.4,4.0,12,7,34,0.71,0.00,0.71,0.53,0.53,0.77,0.07,0.84,0.63,0.70,,,3rd,15,Matches,
Anthony Descotte,2019-2020,15,Charleroi,be BEL,1. First Division A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,Matches,
Anthony Descotte,2020-2021,16,Charleroi,be BEL,1. First Division A,,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,13th,1,Matches,
Anthony Descotte,2021-2022,17,Charleroi,be BEL,1. First Division A,,1,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,0,11,0.00,0.00,0.00,0.00,0.00,0.04,0.20,0.25,0.04,0.25,,,6th,8,Matches,
Anthony Descotte,2022-2023,18,Charleroi,be BEL,1. Pro League A,,0,137,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,0,13,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,,,9th,9,Matches,
Anthony Descotte,2023-2024,19,Utrecht,nl NED,1. Eredivisie,,2,211,2.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,4,5,19,0.00,0.00,0.00,0.00,0.00,0.27,0.28,0.55,0.27,0.55,,,7th,6,Matches,
Anthony Descotte,2024-2025,20,Utrecht,nl NED,1. Eredivisie,,3,254,2.8,1,0,1,0,1,1,0,0,1.4,0.6,0.1,0.7,1,6,13,0.35,0.00,0.35,0.00,0.00,0.51,0.02,0.53,0.23,0.25,,,3rd,6,Matches,
Taylor Booth,2018-2019,17,Bayern U19,de GER,Jr. U19 Bundesliga,7,5,420,4.7,1,,,1,0,0,2,0,,,,,,,,0.21,,,0.21,,,,,,,Matches,,,,,
Taylor Booth,2019-2020,18,Bayern Munich II,de GER,3. 3. Liga,2,1,70,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Taylor Booth,2020-2021,19,Bayern Munich II,de GER,3. 3. Liga,2,1,75,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Taylor Booth,2021-2022,20,Bayern Munich,de GER,DFB-Pokal,1,0,23,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Taylor Booth,2022-2023,21,Jong Utrecht,nl NED,2. Eerste Divisie,3,3,213,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Taylor Booth,2023-2024,22,Utrecht,nl NED,1. Eredivisie,17,13,867,9.6,5,0,5,5,0,0,0,0,2.0,2.0,0.7,2.8,37,21,81,0.52,0.00,0.52,0.52,0.52,0.21,0.08,0.29,0.21,0.29,Matches,,,,,
Taylor Booth,2024-2025,23,Utrecht,nl NED,1. Eredivisie,9,2,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,
Matisse Didden,2022-2023,20,Genk,be BEL,1. Pro League A,,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,2nd,1,Matches,
Matisse Didden,2023-2024,21,Roda JC,nl NED,2. Eerste Divisie,,32,2829,31.4,1,1,2,1,0,0,9,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,3rd,32,Matches,
Matisse Didden,2024-2025,22,Utrecht,nl NED,1. Eredivisie,,1,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,3rd,7,Matches,
Kolbeinn Finnsson,2021-2022,21,Dortmund II,de GER,3. 3. Liga,,15,1392,15.5,0,0,0,0,0,0,5,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,18,9th,,Matches,
Kolbeinn Finnsson,2022-2023,22,Dortmund II,de GER,3. 3. Liga,,11,964,10.7,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,13,13th,,Matches,
Kolbeinn Finnsson,2023-2024,23,Lyngby,dk DEN,1. Danish Superliga,,30,2579,28.7,2,3,5,2,0,0,5,1,,,,,,,,0.07,0.10,0.17,0.07,0.17,,,,,,,30,10th,,Matches,
Kolbeinn Finnsson,2024-2025,24,Lyngby,dk DEN,1. Danish Superliga,,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,5,11th,,Matches,
Rafik el Arguioui,2021-2022,16,Jong Utrecht,nl NED,2. Eerste Divisie,,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,18th,1,,Matches
Rafik el Arguioui,2022-2023,17,Jong Utrecht,nl NED,2. Eerste Divisie,,2,287,3.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,20th,8,,Matches
Rafik el Arguioui,2023-2024,18,Jong Utrecht,nl NED,2. Eerste Divisie,,10,1107,12.3,2,2,4,2,0,0,6,0,,,,,,,,0.16,0.16,0.33,0.16,0.33,,,,,,,,20th,27,,Matches
Rafik el Arguioui,2024-2025,19,Jong Utrecht,nl NED,2. Eerste Divisie,,16,1117,12.4,4,0,4,3,1,1,3,1,,,,,,,,0.32,0.00,0.32,0.24,0.24,,,,,,,,20th,16,,Matches
Hwang In beom,2020-2021,23,Rubin Kazan,ru RUS,1. Premier League,18,13,1262,14.0,3,2,5,3,0,0,5,1,,,,,,,,0.21,0.14,0.36,0.21,0.36,,,,,,Matches,,,,,
Hwang In beom,2021-2022,24,Rubin Kazan,ru RUS,1. Premier League,17,17,1443,16.0,2,3,5,2,0,0,4,0,,,,,,,,0.12,0.19,0.31,0.12,0.31,,,,,,Matches,,,,,
Hwang In beom,2022-2023,25,Olympiacos,,2. Europa Lg,3,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Hwang In beom,2023-2024,26,Red Star,,1. Champions Lg,6,6,530,5.9,1,1,2,1,0,0,2,0,0.9,0.9,1.2,2.2,9,26,16,0.17,0.17,0.34,0.17,0.34,0.15,0.21,0.37,0.15,0.37,Matches,,,,,
Hwang In beom,2024-2025,27,Feyenoord,,1. Champions Lg,6,6,523,5.8,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,7,29,10,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,Matches,,,,,
Hugo Bueno,2019-2020,16,Wolves,eng ENG,Jr. PL2 — Div. 1,4,3,297,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Bueno,2020-2021,17,Wolves,eng ENG,Jr. PL2 — Div. 2,18,18,1564,17.4,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.12,0.12,0.00,0.12,,,,,,Matches,,,,,
Hugo Bueno,2021-2022,18,Wolves,eng ENG,Jr. PL2 — Div. 2,14,13,1102,12.2,3,4,7,3,0,0,0,0,,,,,,,,0.25,0.33,0.57,0.25,0.57,,,,,,Matches,,,,,
Hugo Bueno,2022-2023,19,Wolves,eng ENG,EFL Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Bueno,2023-2024,20,Wolves,eng ENG,EFL Cup,2,1,55,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Hugo Bueno,2024-2025,21,Feyenoord,,1. Champions Lg,4,3,263,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,12,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,,,,,
Givairo Read,2022-2023,16,Volendam,nl NED,1. Eredivisie,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Givairo Read,2023-2024,17,Feyenoord,nl NED,1. Eredivisie,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
