Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches
Fredrik Oldrup Jensen,2018-2019,25,Zulte Waregem,be BEL,1. First Division A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11th,0,Matches,
Fredrik Oldrup Jensen,2023-2024,30,NAC Breda,nl NED,2. Eerste Divisie,,13,1128,12.5,1,0,1,1,0,0,1,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,8th,15,Matches,
Fredrik Oldrup Jensen,2024-2025,31,NAC Breda,nl NED,1. Eredivisie,,11,865,9.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,3,34,8,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11,,,10th,13,Matches,
Boyd Lucassen,2017-2018,19,Vitesse,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th,0,Matches,
Boyd Lucassen,2019-2020,21,Go Ahead Eag,nl NED,2. Eerste Divisie,,1,94,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,2,Matches,
Boyd Lucassen,2020-2021,22,Go Ahead Eag,nl NED,2. Eerste Divisie,,30,2706,30.1,1,2,3,1,0,0,3,0,,,,,,,,0.03,0.07,0.10,0.03,0.10,,,,,,,,2nd,33,Matches,
Boyd Lucassen,2021-2022,23,Go Ahead Eag,nl NED,1. Eredivisie,,24,2114,23.5,1,1,2,1,0,0,2,0,0.9,0.9,1.2,2.1,24,81,40,0.04,0.04,0.09,0.04,0.09,0.04,0.05,0.09,0.04,0.09,,,13th,31,Matches,
Boyd Lucassen,2022-2023,24,NAC Breda,nl NED,2. Eerste Divisie,,35,2972,33.0,3,7,10,3,0,0,5,0,,,,,,,,0.09,0.21,0.30,0.09,0.30,,,,,,,,6th,37,Matches,
Boyd Lucassen,2023-2024,25,NAC Breda,nl NED,2. Eerste Divisie,,19,1813,20.1,2,0,2,2,0,0,3,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,,,8th,27,Matches,
Boyd Lucassen,2024-2025,26,NAC Breda,nl NED,1. Eredivisie,,10,932,10.4,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.2,15,20,42,0.10,0.00,0.10,0.10,0.10,0.07,0.05,0.12,0.07,0.12,,,10th,13,Matches,
Clint Leemans,2013-2014,17,Jong PSV,nl NED,2. Eerste Divisie,,25,2206,24.5,3,1,4,3,0,0,4,0,,,,,,,,0.12,0.04,0.16,0.12,0.16,,,,,,,,10th,27,,
Clint Leemans,2014-2015,18,PSV Eindhoven,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,0,Matches,
Clint Leemans,2015-2016,19,Jong PSV,nl NED,2. Eerste Divisie,,32,2785,30.9,5,1,6,2,3,3,5,0,,,,,,,,0.16,0.03,0.19,0.06,0.10,,,,,,,,11th,32,Matches,
Clint Leemans,2016-2017,20,VVV-Venlo,nl NED,2. Eerste Divisie,,37,3206,35.6,12,9,21,6,6,7,3,2,,,,,,,,0.34,0.25,0.59,0.17,0.42,,,,,,,,1st,37,Matches,
Clint Leemans,2017-2018,21,VVV-Venlo,nl NED,1. Eredivisie,,33,2939,32.7,10,4,14,6,4,6,5,0,,,,,,,,0.31,0.12,0.43,0.18,0.31,,,,,,,,15th,33,Matches,
Clint Leemans,2018-2019,22,Zwolle,nl NED,1. Eredivisie,,11,1047,11.6,2,0,2,2,0,0,2,0,2.0,2.0,2.5,4.5,13,73,30,0.17,0.00,0.17,0.17,0.17,0.17,0.21,0.38,0.17,0.38,,,13th,21,Matches,
Clint Leemans,2019-2020,23,RKC Waalwijk,nl NED,1. Eredivisie,,21,1830,20.3,4,3,7,2,2,2,2,0,3.2,1.6,3.2,4.8,16,118,33,0.20,0.15,0.34,0.10,0.25,0.16,0.16,0.31,0.08,0.24,,,18th,21,Matches,
Clint Leemans,2020-2021,24,Zwolle,nl NED,1. Eredivisie,,7,592,6.6,3,1,4,3,0,0,1,0,1.0,1.0,1.0,2.0,13,35,54,0.46,0.15,0.61,0.46,0.61,0.15,0.15,0.30,0.15,0.30,,,13th,16,Matches,
Clint Leemans,2021-2022,25,Viborg,dk DEN,1. Danish Superliga,,11,1123,12.5,3,3,6,2,1,1,2,0,,,,,,,,0.24,0.24,0.48,0.16,0.40,,,,,,,,7th,29,Matches,
Clint Leemans,2022-2023,26,Viborg,dk DEN,1. Danish Superliga,,30,2445,27.2,6,1,7,6,0,1,4,0,,,,,,,,0.22,0.04,0.26,0.22,0.26,,,,,,,,4th,32,Matches,
Clint Leemans,2023-2024,27,NAC Breda,nl NED,2. Eerste Divisie,,16,1235,13.7,1,2,3,1,0,0,2,0,,,,,,,,0.07,0.15,0.22,0.07,0.22,,,,,,,,8th,16,Matches,
Clint Leemans,2024-2025,28,NAC Breda,nl NED,1. Eredivisie,,10,734,8.2,2,2,4,2,0,0,1,0,1.3,1.3,2.4,3.7,7,34,33,0.25,0.25,0.49,0.25,0.49,0.16,0.30,0.45,0.16,0.45,,,10th,12,Matches,
Matt Garbett,2021-2022,19,Torino,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Matt Garbett,2022-2023,20,Torino,it ITA,Coppa Italia,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Matt Garbett,2023-2024,21,NAC Breda,nl NED,2. Eerste Divisie,24,16,1386,15.4,4,3,7,4,0,0,6,0,,,,,,,,0.26,0.19,0.45,0.26,0.45,,,,,,Matches,,,,,
Matt Garbett,2024-2025,22,NAC Breda,nl NED,1. Eredivisie,12,8,580,6.4,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,10,13,22,0.16,0.00,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,Matches,,,,,
Raul Paula,2019-2020,15,Stuttgart U17,de GER,Jr. U17 Bundesliga,,8,641,7.1,1,,,1,0,0,2,0,,,,,,,,0.14,,,0.14,,,,,,,,,14th,10,Matches,
Raul Paula,2020-2021,16,Stuttgart U17,de GER,Jr. U17 Bundesliga,,3,300,3.3,3,,,3,0,0,0,0,,,,,,,,0.90,,,0.90,,,,,,,,,16th,4,Matches,
Raul Paula,2021-2022,17,Stuttgart U19,de GER,Jr. U19 Bundesliga,,16,1302,14.5,7,,,7,0,0,3,0,,,,,,,,0.48,,,0.48,,,,,,,,,5th,16,Matches,
Raul Paula,2022-2023,18,Stuttgart U19,de GER,Jr. U19 Bundesliga,,2,135,1.5,1,,,1,0,0,0,0,,,,,,,,0.67,,,0.67,,,,,,,,,21st,2,Matches,
Raul Paula,2023-2024,19,Stuttgart,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,Matches,
Raul Paula,2024-2025,20,NAC Breda,nl NED,1. Eredivisie,,7,565,6.3,0,2,2,0,0,0,0,0,0.8,0.8,0.9,1.7,16,11,24,0.00,0.32,0.32,0.00,0.32,0.13,0.14,0.27,0.13,0.27,,,10th,11,Matches,
Cherrion Valerius,2023-2024,17,NAC Breda,nl NED,2. Eerste Divisie,,0,20,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,8th,1,Matches,
Cherrion Valerius,2024-2025,18,NAC Breda,nl NED,1. Eredivisie,,7,560,6.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,,,10th,7,Matches,
Dominik Janosek,2017-2018,19,Zbrojovka Brno,cz CZE,1. First League,,0,27,0.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,4,Matches,
Dominik Janosek,2018-2019,20,Slovácko,cz CZE,1. First League,,24,1825,20.3,2,0,2,2,0,0,2,1,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,,,7th,25,Matches,
Dominik Janosek,2019-2020,21,Viktoria Plzeň,cz CZE,1. First League,,2,261,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,2nd,10,Matches,
Dominik Janosek,2020-2021,22,Mladá Boleslav,cz CZE,1. First League,,8,628,7.0,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,11th,11,Matches,
Dominik Janosek,2021-2022,23,Viktoria Plzeň,cz CZE,1. First League,,6,642,7.1,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.28,0.28,0.00,0.28,,,,,,,,1st,14,Matches,
Dominik Janosek,2022-2023,24,FK Pardubice,cz CZE,1. First League,,33,2747,30.5,8,1,9,7,1,1,4,0,,,,,,,,0.26,0.03,0.29,0.23,0.26,,,,,,,,,34,Matches,
Dominik Janosek,2023-2024,25,NAC Breda,nl NED,2. Eerste Divisie,,38,3277,36.4,11,10,21,6,5,6,0,0,,,,,,,,0.30,0.27,0.58,0.16,0.44,,,,,,,,8th,38,Matches,
Dominik Janosek,2024-2025,26,NAC Breda,nl NED,1. Eredivisie,,6,635,7.1,2,3,5,1,1,1,0,0,1.2,0.4,1.4,1.8,10,37,28,0.28,0.43,0.71,0.14,0.57,0.16,0.20,0.36,0.05,0.25,,,10th,16,Matches,
Terence Kongolo,2011-2012,17,Feyenoord,nl NED,1. Eredivisie,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2012-2013,18,Feyenoord,nl NED,1. Eredivisie,5,3,257,2.9,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2013-2014,19,Feyenoord,nl NED,1. Eredivisie,17,15,1348,15.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2014-2015,20,Feyenoord,nl NED,1. Eredivisie,31,30,2682,29.8,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.03,0.03,0.00,0.03,,,,,,Matches,,,,,
Terence Kongolo,2015-2016,21,Feyenoord,nl NED,1. Eredivisie,29,29,2523,28.0,0,1,1,0,0,0,7,0,,,,,,,,0.00,0.04,0.04,0.00,0.04,,,,,,Matches,,,,,
Terence Kongolo,2016-2017,22,Feyenoord,nl NED,1. Eredivisie,23,22,1820,20.2,1,2,3,1,0,0,2,0,,,,,,,,0.05,0.10,0.15,0.05,0.15,,,,,,Matches,,,,,
Terence Kongolo,2017-2018,23,Monaco,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,8,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,
Terence Kongolo,2018-2019,24,Huddersfield,eng ENG,FA Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Terence Kongolo,2019-2020,25,Huddersfield,eng ENG,2. Championship,11,10,872,9.7,0,1,1,0,0,0,0,0,0.2,0.2,1.5,1.7,8,38,22,0.00,0.10,0.10,0.00,0.10,0.02,0.15,0.17,0.02,0.17,Matches,,,,,
Terence Kongolo,2020-2021,26,Fulham,eng ENG,FA Cup,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2021-2022,27,Fulham,eng ENG,Jr. PL2 — Div. 2,6,6,444,4.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2022-2023,28,Le Havre,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Terence Kongolo,2023-2024,29,Rapid Wien,at AUT,1. Bundesliga,12,9,737,8.2,0,1,1,0,0,0,2,3,,,,,,,,0.00,0.12,0.12,0.00,0.12,,,,,,Matches,,,,,
Terence Kongolo,2024-2025,30,NAC Breda,nl NED,1. Eredivisie,9,4,384,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,5,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,
Sana Fernandes,2023-2024,17,Lazio,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7th,,Matches,
Sana Fernandes,2024-2025,18,NAC Breda,nl NED,1. Eredivisie,,3,329,3.7,1,0,1,1,0,0,0,1,0.2,0.2,0.4,0.6,12,15,23,0.27,0.00,0.27,0.27,0.27,0.05,0.11,0.15,0.05,0.15,,9,10th,,Matches,
Kacper Kostorz,2019-2020,19,Legia Warsaw,pl POL,1. Ekstraklasa,,0,40,0.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,1st,3,Matches,
Kacper Kostorz,2020-2021,20,Legia Warsaw,pl POL,1. Ekstraklasa,,0,119,1.3,1,1,2,1,0,0,0,0,,,,,,,,0.76,0.76,1.51,0.76,1.51,,,,,,,,1st,6,Matches,
Kacper Kostorz,2021-2022,21,Legia Warsaw,pl POL,1. Ekstraklasa,,0,55,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,10th,3,Matches,
Kacper Kostorz,2022-2023,22,Pogoń Szczecin,pl POL,1. Ekstraklasa,,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,4th,1,Matches,
Kacper Kostorz,2023-2024,23,Den Bosch,nl NED,2. Eerste Divisie,,37,3205,35.6,16,6,22,16,0,1,3,0,,,,,,,,0.45,0.17,0.62,0.45,0.62,,,,,,,,19th,38,Matches,
Kacper Kostorz,2024-2025,24,NAC Breda,nl NED,1. Eredivisie,,2,426,4.7,1,0,1,1,0,0,1,0,1.2,1.2,0.7,1.9,6,4,12,0.21,0.00,0.21,0.21,0.21,0.25,0.15,0.40,0.25,0.40,,,10th,12,Matches,
Casper Staring,2020-2021,19,Twente,nl NED,1. Eredivisie,,1,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,,,10th,6,Matches,
Casper Staring,2021-2022,20,Twente,nl NED,1. Eredivisie,,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,,,4th,3,Matches,
Casper Staring,2022-2023,21,Twente,nl NED,1. Eredivisie,,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,5th,1,Matches,
Casper Staring,2023-2024,22,NAC Breda,nl NED,2. Eerste Divisie,,21,1973,21.9,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,,,8th,29,Matches,
Casper Staring,2024-2025,23,NAC Breda,nl NED,1. Eredivisie,,2,315,3.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,,,10th,9,Matches,
Lars Mol,2023-2024,18,NAC Breda,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,Matches,
Lars Mol,2024-2025,19,NAC Breda,nl NED,1. Eredivisie,,2,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.1,0.8,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.3,0.26,0.3,,,10th,7,Matches,
Roy Kuijpers,2020-2021,20,Den Bosch,nl NED,2. Eerste Divisie,,5,516,5.7,2,1,3,2,0,0,0,0,,,,,,,,0.35,0.17,0.52,0.35,0.52,,,,,,,,19th,13,Matches,
Roy Kuijpers,2021-2022,21,Den Bosch,nl NED,2. Eerste Divisie,,15,1380,15.3,9,1,10,9,0,0,0,0,,,,,,,,0.59,0.07,0.65,0.59,0.65,,,,,,,,11th,17,Matches,
Roy Kuijpers,2022-2023,22,RKC Waalwijk,nl NED,1. Eredivisie,,1,377,4.2,0,1,1,0,0,0,1,0,0.1,0.1,1.9,1.9,20,13,76,0.00,0.24,0.24,0.00,0.24,0.02,0.44,0.46,0.02,0.46,,,9th,16,Matches,
Roy Kuijpers,2023-2024,23,NAC Breda,nl NED,2. Eerste Divisie,,14,1469,16.3,3,0,3,3,0,0,1,0,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,,,8th,28,Matches,
Roy Kuijpers,2024-2025,24,NAC Breda,nl NED,1. Eredivisie,,2,170,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5,3,8,0.00,0.00,0.00,0.00,0.00,0.33,0.09,0.43,0.33,0.43,,,10th,6,Matches,
Adam Kaied,2022-2023,20,NAC Breda,nl NED,2. Eerste Divisie,,0,105,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,3,Matches,
Adam Kaied,2023-2024,21,NAC Breda,nl NED,2. Eerste Divisie,,1,103,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,8th,4,Matches,
Adam Kaied,2024-2025,22,NAC Breda,nl NED,1. Eredivisie,,2,168,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,7,3,10,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13,,,10th,7,Matches,
Enes Mahmutovic,2017-2018,20,Middlesbrough,eng ENG,Jr. PL2 — Div. 2,12,11,934,10.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Enes Mahmutovic,2018-2019,21,Middlesbrough,eng ENG,EFL Cup,2,2,210,2.3,1,0,1,1,0,0,0,0,,,,,,,,0.43,0.00,0.43,0.43,0.43,,,,,,Matches,,,,,
Enes Mahmutovic,2019-2020,22,MVV Maastricht,nl NED,2. Eerste Divisie,15,15,1350,15.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Enes Mahmutovic,2020-2021,23,FC Lviv,ua UKR,1. Premier League,20,20,1721,19.1,1,0,1,1,0,0,9,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,Matches,,,,,
Enes Mahmutovic,2021-2022,24,FC Lviv,ua UKR,1. Premier League,12,11,910,10.1,0,0,0,0,0,0,3,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Enes Mahmutovic,2022-2023,25,CSKA Sofia,bg BUL,1. First League,18,15,1324,14.7,1,0,1,1,0,0,5,0,,,,,,,,0.07,0.00,0.07,0.07,0.07,,,,,,Matches,,,,,
Enes Mahmutovic,2023-2024,26,CSKA Sofia,bg BUL,1. First League,20,16,1375,15.3,0,,,0,0,0,5,0,,,,,,,,0.00,,,0.00,,,,,,,Matches,,,,,
Enes Mahmutovic,2024-2025,27,NAC Breda,nl NED,1. Eredivisie,3,2,126,1.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,
Martin Koscelnik,2018-2019,23,Slovan Liberec,cz CZE,1. First League,25,12,1401,15.6,1,0,1,1,0,0,3,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,Matches,,,,,
Martin Koscelnik,2019-2020,24,Slovan Liberec,cz CZE,1. First League,15,11,1036,11.5,1,0,1,1,0,0,3,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,,,
Martin Koscelnik,2020-2021,25,Slovan Liberec,,2. Europa Lg,6,6,540,6.0,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,4,15,9,0.00,0.17,0.17,0.00,0.17,0.02,0.09,0.10,0.02,0.10,Matches,,,,,
Martin Koscelnik,2021-2022,26,Slovan Liberec,cz CZE,1. First League,27,25,2053,22.8,1,0,1,1,0,0,5,1,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Matches,,,,,
Martin Koscelnik,2022-2023,27,Rapid Wien,at AUT,1. Bundesliga,18,14,1206,13.4,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.07,0.07,0.00,0.07,,,,,,Matches,,,,,
Martin Koscelnik,2023-2024,28,Rapid Wien,at AUT,1. Bundesliga,2,2,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Martin Koscelnik,2024-2025,29,NAC Breda,nl NED,1. Eredivisie,3,0,105,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,Matches,,,,,
Dion Versluis,2022-2023,19,Jong Utrecht,nl NED,2. Eerste Divisie,,6,613,6.8,1,0,1,1,0,0,1,0,,,,,,,,0.15,0.00,0.15,0.15,0.15,,,,,,,13,20th,,Matches,
Dion Versluis,2024-2025,21,NAC Breda,nl NED,1. Eredivisie,,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.63,0.08,0.71,0.63,0.71,,1,10th,,Matches,
Roy Kortsmit,2013-2014,20,Sparta R'dam,nl NED,2. Eerste Divisie,,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,1,,
Roy Kortsmit,2014-2015,21,Sparta R'dam,nl NED,2. Eerste Divisie,,37,3285,36.5,0,0,0,0,0,0,2,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,8th,37,,Matches
Roy Kortsmit,2015-2016,22,Sparta R'dam,nl NED,2. Eerste Divisie,,35,3150,35.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,1st,35,,Matches
Roy Kortsmit,2016-2017,23,Sparta R'dam,nl NED,1. Eredivisie,,33,2970,33.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,15th,33,,Matches
Roy Kortsmit,2017-2018,24,Sparta R'dam,nl NED,1. Eredivisie,,19,1672,18.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,17th,19,,Matches
Roy Kortsmit,2018-2019,25,Sparta R'dam,nl NED,2. Eerste Divisie,,31,2718,30.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,2nd,31,,Matches
Roy Kortsmit,2019-2020,26,Almere City,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th,0,,Matches
Roy Kortsmit,2020-2021,27,NAC Breda,nl NED,2. Eerste Divisie,,4,360,4.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,5th,4,,Matches
Roy Kortsmit,2021-2022,28,NAC Breda,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,,Matches
Roy Kortsmit,2022-2023,29,NAC Breda,nl NED,2. Eerste Divisie,,37,3324,36.9,0,0,0,0,0,0,4,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,37,,Matches
Roy Kortsmit,2023-2024,30,NAC Breda,nl NED,2. Eerste Divisie,,23,2046,22.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,8th,23,,Matches
Roy Kortsmit,2024-2025,31,NAC Breda,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10th,0,,Matches
Tein Troost,2020-2021,18,Feyenoord,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th,0,,Matches
Tein Troost,2021-2022,19,Feyenoord,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,,Matches
Tein Troost,2022-2023,20,Feyenoord,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,0,,Matches
Tein Troost,2023-2024,21,NAC Breda,nl NED,2. Eerste Divisie,,11,955,10.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,8th,12,,Matches
Tein Troost,2024-2025,22,NAC Breda,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10th,0,,Matches
Pawel Bochniewicz,2013-2014,17,Reggina,it ITA,2. Serie B,11,8,755,8.4,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
Pawel Bochniewicz,2014-2015,18,Udinese,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Pawel Bochniewicz,2017-2018,21,Udinese,it ITA,Coppa Italia,2,1,108,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Pawel Bochniewicz,2018-2019,22,Górnik Zabrze,pl POL,1. Ekstraklasa,32,31,2761,30.7,1,0,1,1,0,0,5,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,Matches,,,,,
Pawel Bochniewicz,2019-2020,23,Górnik Zabrze,pl POL,1. Ekstraklasa,33,33,2970,33.0,1,0,1,1,0,0,5,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,Matches,,,,,
Pawel Bochniewicz,2020-2021,24,Górnik Zabrze,pl POL,1. Ekstraklasa,2,2,180,2.0,1,0,1,1,0,0,0,0,,,,,,,,0.50,0.00,0.50,0.50,0.50,,,,,,Matches,,,,,
Pawel Bochniewicz,2022-2023,26,Heerenveen,nl NED,1. Eredivisie,33,33,2911,32.3,2,1,3,2,0,0,4,0,2.3,2.3,0.6,2.9,20,106,7,0.06,0.03,0.09,0.06,0.09,0.07,0.02,0.09,0.07,0.09,Matches,,,,,
